code,label,营业收入(万元),营业成本(万元),营业利润(万元),利润总额(万元),所得税费用(万元),净利润(万元),基本每股收益,货币资金(万元),应收账款(万元),存货(万元),流动资产合计(万元),固定资产净额(万元),资产总计(万元),流动负债合计(万元),非流动负债合计(万元),负债合计(万元),所有者权益(或股东权益)合计(万元),期初现金及现金等价物余额(万元),经营活动产生的现金流量净额(万元),投资活动产生的现金流量净额(万元),筹资活动产生的现金流量净额(万元),现金及现金等价物净增加额(万元),期末现金及现金等价物余额(万元)
601866,1,"3,623,348","3,488,000","109,272","164,200","55,733","108,467",0.09,"935,639","219,153","118,550","1,333,307","3,549,240","5,354,115","1,323,107","1,543,260","2,866,367","2,487,748","960,280","287,426","-602,050","290,156","-24,692","935,589"
002657,1,"109,837","83,123","5,730","8,458",571,"7,888",0.61,"69,180","5,886","42,877","135,227","10,328","233,701","56,155","27,068","83,224","150,478","52,634","24,242","-29,880","20,762","15,124","67,758"
002363,1,"123,803","101,613","4,617","5,392",946,"4,446",0.15,"24,967","29,201","57,457","123,758","91,254","230,830","86,878","5,000","91,878","138,952","16,853","17,151","-9,220","-11,512","-3,528","13,325"
300455,1,"23,360","12,396","5,400","6,442","1,010","5,432",0.52,"11,388","17,263","5,789","36,585","9,349","48,523","12,338","2,420","14,758","33,765","7,847","4,971",-752,"-1,120","3,099","10,946"
600694,1,"3,220,586","2,535,413","175,250","176,966","44,545","132,421",4.18,"670,684","21,018","74,849","823,452","405,796","1,478,533","737,639","106,848","844,487","634,046","693,219","110,076","-41,376","-91,367","-23,621","669,598"
300288,1,"12,134","1,254","1,252","3,545",572,"2,972",0.33,"34,347","6,330",0,"45,580","1,262","117,600","13,154","13,041","26,195","91,404","40,599","4,597","-12,439",790,"-7,052","33,547"
600419,1,"32,651","24,721","1,793","2,189",369,"1,820",0.15,"9,581","1,400","2,589","14,737","27,710","49,168","8,593","10,875","19,468","29,700","7,867","4,924","-2,986",-224,"1,714","9,581"
300500,1,"33,629","20,117","6,091","6,208",956,"5,252",1.14,"20,276","11,834",--,"33,089","5,036","46,657","10,778",20,"10,798","35,859","19,260","2,278",-277,-984,"1,017","20,276"
002180,1,"47,953","18,658","22,021","24,603","3,655","20,948",0.59,"52,009","6,851","5,410","65,979",836,"67,173","8,247",500,"8,747","58,426","4,304","20,549","27,484",-406,"47,558","51,862"
002469,1,"77,024","48,609","19,681","19,762","3,397","16,364",0.47,"34,890","70,638","5,991","134,623","13,259","154,282","37,751",0,"37,751","116,531","59,932","-13,798","-15,297",-693,"-29,787","30,144"
600228,1,"72,582","66,525","-3,672","4,086",47,"4,039",0.14,"3,288","2,517","5,217","24,950","29,381","62,206","42,198","4,042","46,240","15,966","3,517",625,931,"-1,785",-229,"3,288"
002727,1,"532,115","309,030","37,901","39,013","4,369","34,644",1.33,"103,392","32,514","102,429","301,364","47,350","418,626","190,689",638,"191,327","227,298","105,236","18,576","-75,522","45,856","-11,091","94,146"
002757,1,"54,311","38,554","7,282","7,500","1,159","6,341",0.77,"5,897","3,440","15,546","25,737","21,569","62,773","17,822","10,228","28,050","34,723","2,628","11,182","-10,301","2,387","3,269","5,897"
600482,1,"574,802","497,888","16,324","18,047","4,163","13,884",0.27,"51,745","51,296","113,522","237,843","100,305","434,381","143,468","82,032","225,500","208,881","47,063","32,871","-32,649","4,298","4,520","51,582"
002703,1,"81,124","59,398","3,942","4,216",568,"3,648",0.16,"76,041","32,845","20,215","142,612","44,919","210,107","62,089","3,807","65,896","144,211","5,861","8,873","-4,890","64,686","68,425","74,286"
000710,1,"27,364","25,537",639,679,--,679,0.05,"10,160","4,955","5,153","26,513","7,042","44,585","29,269","2,313","31,583","13,003","1,898","1,891","3,945","-3,028","2,811","4,710"
002539,1,"583,773","480,804","24,697","32,503","7,866","24,637",0.23,"95,915","49,450","137,881","351,480","391,949","886,578","462,942","114,733","577,675","308,903","12,107","23,691","-89,819","79,008","12,876","24,984"
002246,1,"203,603","173,987","5,090","9,020",966,"8,053",0.18,"12,594","25,614","32,578","87,057","52,911","165,375","42,614","6,497","49,110","116,264","10,124","15,706","-3,344","-13,541","-1,139","8,984"
601991,1,"7,019,433","4,909,913","443,395","521,167","328,561","192,607",0.14,"528,850","950,004","374,442","2,385,855","16,501,337","30,243,137","7,176,149","16,756,213","23,932,362","6,310,775","788,084","2,624,721","-2,102,437","-810,009","-286,757","501,328"
603799,1,"435,333","360,926","20,955","21,614","7,469","14,144",0.33,"59,207","25,389","240,797","421,758","226,463","788,431","489,312","70,931","560,243","228,188","38,980","-71,963","-45,185","114,044","-2,841","36,139"
000059,-1,"3,608,204","3,349,237","-166,145","-165,481","-7,192","-158,288",-1.32,"441,916","37,671","485,813","1,069,522","1,646,803","3,074,667","1,751,991","458,705","2,210,696","863,972","264,410","-36,454","-48,071","260,164","175,639","440,049"
002222,1,"20,201","9,547","-1,042",-699,721,"-1,421",-0.05,"6,989","3,977","11,263","22,944","34,333","65,857","4,066","2,330","6,396","59,461","7,148","6,711","-2,866","-4,005",-159,"6,989"
300466,1,"24,211","14,461","3,005","4,183",562,"3,621",0.60,"3,574","22,289","4,075","32,571","4,594","41,919","15,587",0,"15,587","26,333","2,509",735,-976,387,153,"2,662"
300393,1,"47,590","27,982","13,590","13,862","2,115","11,747",1.15,"32,843","15,806","10,761","82,800","19,274","105,522","30,472",903,"31,374","74,148","4,770","-7,394","-14,559","35,449","13,496","18,266"
000040,1,"103,653","69,265","8,767","9,419","4,101","5,317",0.11,"54,406","6,333","313,666","395,866","7,096","426,981","269,043","31,083","300,126","126,855","29,576","-6,813","1,732","19,363","14,282","43,858"
002371,1,"96,173","62,878","5,651","10,023","2,670","7,352",0.12,"21,254","47,299","56,638","146,597","62,054","388,616","80,144","112,057","192,202","196,414","26,285","9,283","-19,380","5,065","-5,031","21,254"
600397,1,"1,065,164","984,516","8,650","14,023","7,001","7,022",0.10,"130,236","111,155","26,211","406,430","328,494","922,149","506,345","63,714","570,059","352,090","109,008","52,902","-32,885","-27,625","-7,609","101,400"
002179,1,"349,125","234,565","42,514","43,762","6,319","37,443",0.73,"115,465","162,267","86,492","463,024","117,254","624,014","198,986","96,660","295,646","328,368","143,647","15,348","-27,380","-18,241","-30,543","113,104"
002600,1,"206,029","182,226","-1,391",111,462,-350,0.01,"30,033","51,730","38,297","161,250","81,265","275,201","132,790","2,137","134,927","140,274","35,114",-874,"-17,148","12,599","-5,130","29,984"
300497,1,"51,073","37,127","6,083","6,360","1,016","5,344",0.99,"6,208","8,372","11,658","30,320","24,757","63,235","27,641","7,267","34,909","28,326","5,905","3,139","-4,979","1,607",-233,"5,672"
300306,1,"20,897","7,079","8,382","10,091","1,056","9,035",0.75,"72,092",268,"3,815","90,934","14,893","111,213","6,807",0,"6,807","104,406","72,223","9,173","-6,695","-2,640",-176,"72,047"
000553,1,"313,119","219,227","66,692","66,867","17,738","49,128",0.83,"42,335","19,564","33,054","99,152","124,883","293,430","47,191","45,499","92,690","200,740","41,007","69,917","-39,310","-29,877",878,"41,885"
000949,1,"284,080","238,006","8,794","9,433",377,"9,056",0.10,"42,015","15,107","84,297","158,648","213,702","446,853","178,964","26,995","205,959","240,894","27,515","55,888","-54,201","11,292","12,992","40,507"
300035,1,"20,707","12,132","4,258","5,968",941,"5,027",0.23,"33,867","24,046","10,052","75,644","15,515","101,343","11,094","4,303","15,397","85,946","30,141",714,"11,935","-8,941","3,707","33,849"
300028,1,"55,823","42,235",853,"2,402",-231,"2,633",0.10,"34,523","22,773","7,642","70,231","6,339","132,379","46,315","21,355","67,670","64,709","53,239","20,403","-35,227","-12,393","-27,282","25,957"
300004,1,"81,836","49,594","12,001","12,468","1,698","10,770",0.50,"31,384","58,017","53,076","148,035","77,348","377,400","64,538","11,067","75,605","301,796","24,444","18,493","-41,339","27,565","4,719","29,163"
000547,1,"85,598","54,946","26,038","26,181","3,260","22,921",0.23,"66,416","42,708","48,841","260,263","18,779","348,270","47,184","57,543","104,727","243,542","51,849","13,248","7,548","-8,471","12,329","64,178"
300006,1,"91,180","62,047",474,634,-492,"1,126",0.05,"14,680","21,364","27,518","72,829","95,769","224,390","105,226","17,470","122,695","101,694","38,442","-4,938","-23,703","2,506","-26,156","12,286"
600696,1,"2,105","1,258","-7,807","-16,203",601,"-16,804",-0.30,"14,490",15,"116,380","135,226","1,384","137,121","69,010","9,584","78,595","58,526","2,692","-21,848","21,319","11,767","11,238","13,930"
002635,1,"73,130","51,275","14,109","14,559","2,240","12,319",0.70,"40,901","41,863","21,957","116,699","72,233","233,528","94,153","9,517","103,670","129,858","58,899","19,789","-76,474","26,384","-30,412","28,487"
300219,1,"101,767","76,412","9,513","11,122","1,725","9,397",0.37,"30,374","29,331","13,190","78,597","50,498","157,176","52,535","12,335","64,870","92,306","30,997","20,830","-26,967","1,706","-4,540","26,457"
002155,1,"568,062","481,558","13,284","14,260","2,251","12,009",0.13,"16,658","19,750","47,174","171,747","155,771","490,289","109,129","59,477","168,607","321,682","9,427","53,573","-60,863","11,765","4,475","13,902"
000789,1,"668,276","486,243","99,061","109,106","21,505","87,601",1.34,"113,642","55,538","41,041","294,685","459,414","883,661","310,030","153,273","463,303","420,358","99,638","99,763","-55,914","-37,107","6,743","106,381"
002151,1,"95,405","66,534","3,116","6,066",975,"5,091",0.13,"25,140","41,110","25,056","107,322","39,580","189,315","41,114","14,741","55,855","133,460","26,492","2,946","-18,004","12,150","-2,903","23,589"
603598,1,"142,460","128,074","6,027","7,149","2,052","5,097",0.50,"20,147","14,267",--,"56,509",391,"59,190","26,909",0,"26,909","32,280","12,795","7,132",-72,0,"7,060","19,856"
000659,-1,"237,081","193,425",-379,"5,878","2,126","3,752",0.03,"42,927","25,629","24,289","118,625","214,026","372,036","199,348","59,861","259,210","112,827","67,288","59,537","1,663","-90,860","-29,633","37,655"
002779,1,"50,991","38,552","6,543","6,642",939,"5,703",0.86,"11,357","9,020","12,717","34,483","8,597","48,462","16,181",0,"16,181","32,281","5,385","5,543",-978,-71,"4,477","9,862"
300401,1,"15,122","9,576",679,"1,178",-30,"1,207",0.07,"7,217","2,527","17,742","29,777","35,501","78,784","7,016",565,"7,581","71,202","6,702","4,252","-2,879",-958,515,"7,217"
000937,1,"1,825,685","1,453,919","-11,363","-7,224","9,141","-16,365",0.01,"373,439","456,127","115,735","1,390,238","1,375,665","4,172,354","1,288,311","807,788","2,096,100","2,076,254","354,151","195,209","-289,110","87,925","-5,977","348,174"
300281,1,"36,147","22,706","6,374","7,040","1,011","6,029",0.50,"20,537","11,300","15,728","52,041","16,432","100,172","25,035","5,373","30,408","69,764","16,579","6,780","-4,245",826,"3,371","19,950"
002404,1,"200,628","159,237","9,502","11,147","2,198","8,949",0.30,"14,904","32,227","38,486","100,636","39,083","198,539","58,162","4,792","62,953","135,586","12,549","2,556","-9,142","5,941",-645,"11,904"
002079,1,"92,211","77,410","4,139","4,921","1,302","3,620",0.06,"53,151","17,483","14,562","89,036","44,477","148,332","18,103","1,347","19,451","128,881","33,850","30,436","-7,351","-4,490","18,567","52,417"
300185,1,"205,581","163,194","8,170","10,137","2,723","7,414",0.09,"39,275","86,862","117,542","280,491","154,122","689,054","281,144","42,967","324,111","364,943","31,971","4,642","22,506","-36,434","-9,356","22,614"
300018,1,"22,511","10,356","5,165","5,910",911,"4,999",0.26,"50,464","14,470","6,210","72,109","5,419","85,411","7,518",0,"7,518","77,893","50,230","4,849","-3,578","-1,950",-679,"49,551"
000514,1,"115,504","88,700","-6,861","-7,003","3,062","-10,065",0.01,"64,944","2,463","404,155","503,974","154,994","735,816","263,099","139,870","402,969","332,847","92,287","4,666",421,"-33,896","-28,809","63,478"
002287,1,"95,011","25,005","23,291","28,606","5,059","23,547",0.59,"28,387","1,276","8,811","135,457","25,054","179,189","17,353","6,868","24,220","154,968","52,499","31,095","-41,806","-13,400","-24,111","28,387"
600501,1,"362,527","290,754","9,658","11,113","1,024","10,088",0.22,"35,315","125,964","66,596","254,476","95,153","411,080","247,195","18,412","265,607","145,474","43,408","11,869","-8,628","-12,756","-9,524","33,884"
002374,1,"70,192","55,674","3,949","4,751","1,243","3,508",0.16,"18,387","41,552","74,499","146,337","75,072","289,128","94,607","5,146","99,753","189,375","17,077","9,799","-32,324","19,982","-2,491","14,587"
002359,1,"66,156","50,539","1,013","1,116",-13,"1,129",0.03,"12,696","46,425","18,233","82,818","46,025","139,860","44,810",944,"45,755","94,105","9,687","-1,503","-2,644","2,666","-1,423","8,264"
001896,1,"335,595","245,395","58,138","59,339","12,226","47,113",0.43,"223,343","38,591","20,907","311,674","334,451","1,214,142","362,892","479,713","842,605","371,537","16,197","112,651","-310,411","399,125","201,364","217,561"
300075,1,"54,609","30,391","10,679","13,367",667,"12,701",0.63,"54,752","36,445","4,675","109,915","8,371","141,191","22,372","3,705","26,078","115,113","68,262","-5,928","-40,234","1,052","-45,110","23,152"
600110,1,"189,237","172,352","-29,025","-28,921",-354,"-28,566",-0.23,"104,073","75,094","31,283","338,823","240,976","692,378","401,444","110,618","512,062","180,316","14,269","22,372","-3,961","-24,466","-6,043","8,226"
600307,1,"9,575,320","8,868,175",-674,"3,643","1,412","2,230",0.01,"1,172,422","47,871","811,984","2,171,884","2,532,929","5,314,566","3,096,497","562,295","3,658,792","1,655,774","1,009,719","674,677","-77,833","-486,232","107,963","1,117,682"
600207,1,"191,273","170,671","-25,681","-24,914","1,435","-26,349",-0.39,"29,950","42,927","22,421","122,682","133,855","290,594","153,542","51,639","205,181","85,413","18,671","12,699",121,"-15,770","-2,726","15,945"
002377,1,"193,421","170,347","5,502","5,614",974,"4,640",0.10,"47,536","69,757","13,003","160,893","15,418","231,764","115,167","27,385","142,551","89,212","27,717",-846,"-2,127","12,228","8,720","36,437"
300403,1,"64,914","41,771","15,265","15,314","2,209","13,105",1.24,"68,584","14,669","9,422","95,303","16,841","124,040","8,244","1,543","9,786","114,254","6,435","9,155","-5,018","57,831","62,149","68,584"
600239,1,"394,747","237,348","74,163","72,025","22,378","49,647",0.54,"384,301","284,210","2,106,351","2,879,790","33,092","3,347,804","1,370,881","1,482,231","2,853,113","494,692","117,930","-256,671","-140,349","613,046","216,026","333,956"
600586,1,"358,105","309,951","-22,664","-21,772","-1,825","-19,947",-0.14,"112,892","29,103","56,427","236,150","466,710","895,436","380,815","107,360","488,175","407,261","60,878","31,896","-63,296","57,937","26,533","87,411"
300353,1,"24,120","11,682","1,480","2,917",348,"2,570",0.12,"24,339","7,419","3,652","37,709","9,986","54,604","10,148",0,"10,148","44,455","20,229","4,836","-1,690","1,066","4,099","24,328"
002643,1,"163,104","107,208","29,366","29,785","3,993","25,792",0.78,"69,607","22,287","39,033","183,361","97,143","301,881","40,447","1,503","41,950","259,931","23,450","36,660","-87,969","92,553","43,459","66,909"
300427,1,"26,760","13,325","6,188","6,605",975,"5,631",0.85,"10,289","22,666","2,156","37,871","3,661","42,405","9,550",623,"10,173","32,231","10,529","1,676",-44,"-1,923",-289,"10,239"
002067,1,"288,821","252,809",-73,485,167,318,0.01,"67,015","50,200","42,643","240,753","217,943","581,023","178,400","101,829","280,229","300,794","59,566","46,096","-80,152","40,700","6,361","65,927"
600362,1,"19,883,349","19,222,469","379,467","386,382","101,426","284,956",0.82,"2,533,886","952,075","1,419,022","6,669,210","1,851,158","9,532,237","4,048,030","781,581","4,829,611","4,702,627","1,966,616","173,545","-299,981","97,389","-27,194","1,939,422"
600293,1,"130,280","111,030",966,"1,409",285,"1,124",0.03,"35,593","8,925","6,234","82,821","143,590","256,767","178,148","3,211","181,359","75,408","12,376","-15,247","-2,349","6,979","-10,617","1,758"
600679,1,"60,941","51,958","-4,389","6,970","3,069","3,901",0.11,"27,174","8,074","5,132","49,480","8,128","121,227","41,695","10,271","51,966","69,261","30,059","10,797","-10,268","-4,542","-4,022","26,037"
300078,1,"49,117","28,825","9,889","10,151","2,034","8,116",0.47,"50,768","9,488","10,743","76,311","14,905","127,890","11,019",34,"11,053","116,837","79,988","4,935","-24,124","-9,936","-29,622","50,366"
002707,1,"421,700","384,715","14,432","14,827","3,953","10,874",1.89,"41,444","16,471",43,"97,655",616,"107,209","49,018",0,"49,018","58,192","25,806","6,946","-11,125","18,374","14,224","40,030"
000755,1,"592,657","538,498","4,296","4,903",135,"4,768",0.12,"66,069","12,126","45,771","149,726","401,456","590,473","378,727","36,266","414,993","175,480","17,226","35,664","3,312","-27,116","11,866","29,091"
300037,1,"75,678","48,413","15,703","15,935","2,407","13,528",0.78,"32,797","22,177","13,089","104,418","38,304","163,268","26,379","1,761","28,140","135,128","37,533","13,307","-13,614","-4,482","-4,741","32,792"
600666,1,"115,084","65,952","34,195","35,917","5,950","29,967",0.50,"76,121","40,527","70,756","197,514","104,102","582,651","135,963","234,483","370,446","212,206","8,906","27,727","-98,982","128,214","56,959","65,865"
300480,1,"12,731","4,830","2,681","3,882",475,"3,407",0.49,"14,095","10,994","3,463","32,736","2,400","36,344","5,594","1,549","7,143","29,201","10,370","4,789",-506,-558,"3,725","14,095"
000750,1,--,--,"93,204","96,374","24,843","71,531",0.30,"967,088","7,627",--,0,"17,854","2,642,007",0,0,"1,925,841","716,166","666,407","548,226","-3,118","-106,564","438,551","1,104,958"
600677,1,"704,860","621,205","-31,558","-24,199","3,066","-27,265",-0.59,"150,452","120,802","151,707","554,674","103,281","785,105","539,172","42,069","581,240","203,864","161,011","-23,037","-16,659","19,743","-19,562","141,449"
300389,1,"107,947","71,700","17,826","18,236","2,352","15,884",2.28,"31,335","15,304","13,923","91,665","19,776","123,687","44,328","5,604","49,932","73,755","13,391","18,756","-33,796","31,347","16,245","29,635"
000957,1,"361,198","306,473","31,670","34,461","5,605","28,857",1.17,"118,409","95,211","50,184","286,769","93,002","422,696","291,205","24,326","315,531","107,165","39,843","23,594","-9,240","5,703","19,931","59,774"
002283,1,"161,951","124,844","13,474","15,971","2,136","13,835",0.24,"28,892","33,511","69,654","178,723","210,820","492,878","164,927","2,861","167,788","325,090","11,729","40,990","-39,685","6,195","7,500","19,229"
603456,1,"128,621","92,614","12,421","15,750","2,040","13,711",0.79,"21,385","27,678","47,396","116,373","72,216","220,823","57,855","4,643","62,498","158,325","8,356","1,017","-30,733","35,646","5,768","14,125"
600745,1,"162,305","120,348","11,583","10,464","5,399","5,065",0.05,"71,058",907,"329,825","413,557","92,139","717,525","266,988","79,947","346,935","370,590","12,432","-92,822","-12,993","163,887","58,072","70,504"
600112,1,"48,916","28,528","1,793","2,481",890,"1,591",0.03,"25,870","28,558","16,501","125,971","31,308","263,342","130,854","5,724","136,577","126,764","36,640","-3,880","3,663","-18,886","-19,103","17,537"
300483,1,"38,788","27,794","3,561","4,029",848,"3,181",0.72,"7,566","14,086","7,214","31,233","7,907","41,623","18,494",0,"18,494","23,128","7,144","2,123",-196,"-1,721",208,"7,352"
300462,1,"18,154","9,022","5,433","6,046",864,"5,182",1.00,"13,253","10,349","12,234","36,886","1,815","39,967","14,272",800,"15,072","24,895","4,155","3,744","7,200","-2,030","8,914","13,069"
300119,1,"58,520","23,712","2,075","3,929","1,042","2,887",0.07,"41,188","27,120","14,284","90,233","33,810","198,294","18,716","7,007","25,723","172,571","40,756","12,837","-10,269","-2,720",-153,"40,603"
300295,1,"47,618","3,020","16,425","18,172","3,460","14,712",1.88,"68,418","4,029",--,"88,971","1,202","92,397","12,715",0,"12,715","79,682","67,561","13,898","-3,243","-9,405",858,"68,418"
002263,1,"91,787","92,290","-12,945",625,"1,482",-858,0.02,"17,191","7,796","22,377","92,040","147,072","349,467","81,181","8,602","89,783","259,684","27,247","4,664","-13,513","-3,758","-12,740","14,507"
002124,1,"260,335","227,239","-5,417","4,326","1,608","2,718",0.16,"20,804","8,089","42,098","84,424","67,312","188,456","126,239",212,"126,450","62,006","22,634","8,523","-22,152","11,816","-1,830","20,804"
603377,1,"128,470","52,400","42,140","42,956","13,155","29,801",0.88,"47,676",4,--,"49,354","56,673","169,671","65,965","29,069","95,034","74,637","43,016","52,169","-36,185","-11,323","4,660","47,676"
002628,1,"149,800","125,745","12,122","12,043","-1,747","13,790",0.19,"104,675","70,411","86,878","430,551","8,188","629,815","306,934","59,629","366,563","263,253","151,675","-1,776","60,736","-111,835","-52,875","98,800"
300308,1,"11,875","8,020",215,867,51,817,0.04,"13,641","6,243","7,538","30,379","13,178","65,576","7,493","3,587","11,080","54,496","7,277",911,"-6,869",714,"-5,244","2,034"
002254,1,"177,605","139,804","19,516","20,078","3,297","16,781",0.30,"22,619","10,407","29,082","122,769","106,872","259,702","51,276","4,640","55,915","203,787","16,659","31,792","-26,024","-1,457","4,198","20,857"
002668,1,"446,101","336,893","23,076","23,817","3,502","20,315",1.23,"53,816","45,873","79,465","221,805","63,654","321,474","167,551","2,308","169,859","151,615","31,689","46,567","-25,921","-21,068",80,"31,769"
300371,1,"20,175","7,869","7,220","8,958","1,522","7,436",0.78,"21,617","5,976","5,756","34,638","1,449","49,943","3,473",420,"3,893","46,050","5,152","6,197","-12,436","20,204","13,965","19,117"
002111,1,"101,511","66,262","11,769","12,572","1,460","11,112",0.36,"23,672","52,891","60,437","169,881","46,814","250,577","117,106","8,061","125,167","125,410","19,248","4,845","-18,244","15,540","2,010","21,258"
002500,1,--,--,"79,251","79,817","21,176","58,640",0.23,"988,039","127,254",--,--,"35,251","2,749,740",--,--,"1,961,850","787,890","794,988","225,267","42,314","263,621","531,217","1,326,205"
603100,1,"334,626","248,536","16,238","17,786","2,223","15,563",0.47,"65,985","139,698","41,751","297,359","45,063","399,301","204,708","22,318","227,026","172,275","21,873","7,122","-34,857","34,509","6,774","28,647"
600707,1,"15,956","23,212","-110,917","-114,422",--,"-114,422",-1.39,"5,012","9,081","8,826","24,192","224,909","576,302","205,780","212,572","418,351","157,951","64,120","-14,599","20,068","-64,697","-59,180","4,940"
300404,1,"14,387","7,285","4,396","4,471",675,"3,796",0.76,"11,761","5,708","3,605","21,881","6,148","31,026","8,622",556,"9,178","21,848","13,811","2,569","-2,260","-2,500","-2,191","11,620"
300362,1,"39,932","25,522","3,846","4,064",725,"3,339",0.33,"6,788","19,591","57,969","98,952","40,634","158,687","70,816","25,634","96,450","62,237","13,113","-6,847","-10,043","10,538","-6,326","6,788"
000150,1,"15,767","12,023","2,794","3,159",176,"2,982",0.09,953,207,"232,973","241,060","4,647","252,772","157,873","12,264","170,137","82,635","10,987","-12,369","27,805","-25,470","-10,034",953
002272,1,"84,488","69,201",-695,"1,067",7,"1,061",0.03,"30,627","44,207","26,255","120,259","54,142","188,641","59,989","6,557","66,546","122,095","39,360","-4,451",-481,"-8,900","-13,864","25,496"
002099,1,"246,450","132,517","61,317","62,424","11,474","50,950",0.71,"72,792","34,464","69,259","190,024","132,677","483,076","104,107","21,694","125,802","357,275","29,791","46,216","-29,085","23,775","40,889","70,680"
002613,1,"83,814","62,133","1,816","2,550",344,"2,206",0.04,"35,455","27,485","24,027","117,430","52,996","194,121","37,209","1,627","38,836","155,285","54,177","-3,762","-10,164","-6,447","-20,492","33,684"
002273,1,"97,722","65,465","17,466","18,289","2,644","15,644",0.40,"7,645","27,725","18,421","63,784","62,699","179,813","22,372","14,566","36,938","142,875","26,629","14,968","-48,900","14,898","-19,033","7,595"
000037,1,"123,410","174,091","-92,907","-41,829",334,"-42,163",-0.55,"57,858","50,277","128,471","301,610","183,974","505,642","345,409","22,418","367,827","137,815","53,805","57,126","-8,548","-45,542","3,044","56,849"
000563,1,--,--,"60,770","60,817","15,422","45,395",0.37,"217,370",--,--,"315,678","8,226","874,386","98,757","10,215","108,972","765,414","45,735","35,631","-185,564","321,567","171,635","217,370"
601700,1,"235,352","186,307","22,112","23,481","3,708","19,773",0.44,"63,524","76,134","96,559","268,540","34,946","412,087","129,887",95,"129,981","282,106","51,047","22,058","-24,721","2,692",29,"51,076"
002501,1,"193,243","128,413","46,131","47,449","7,666","39,783",0.85,"264,461","7,051","7,705","288,885","151,767","670,131","178,941","147,556","326,497","343,633","115,622","73,384","-83,293","155,190","145,281","260,902"
002364,1,"60,091","32,444","13,231","14,332","1,761","12,571",0.49,"18,984","39,425","24,270","86,992","9,940","120,632","17,352","7,125","24,478","96,154","23,194",-541,"-7,414","2,592","-5,362","17,832"
300300,1,"74,611","52,905","8,598","9,890",843,"9,048",0.45,"24,396","38,967","33,401","106,870","9,793","124,693","50,259",30,"50,289","74,404","31,082","-13,180","-3,161","8,880","-7,461","23,621"
002177,1,"97,171","58,109","14,443","14,895","1,694","13,201",0.17,"29,022","32,070","27,208","97,807","33,504","185,278","18,539","5,824","24,363","160,915","15,438","17,643","-2,682","-3,575","11,386","26,824"
300123,1,"38,617","29,402",-147,"2,694",586,"2,108",0.08,"16,812","10,576","30,174","69,579","43,331","145,757","49,470","1,404","50,875","94,883","13,435",639,"-15,433","16,271","1,088","14,523"
300086,1,"40,854","19,599","6,918","7,898","2,038","5,860",0.20,"104,373","2,564","5,398","127,283","33,739","192,717","8,686","1,157","9,843","182,875","109,292","7,393","-4,513","-2,800",80,"109,373"
000852,1,"165,775","128,705","6,523","7,057",845,"6,212",0.18,"5,612","62,105","63,083","150,889","71,700","229,540","106,197",609,"106,806","122,733","7,161","13,465","-6,280","-9,271","-2,090","5,071"
600753,1,"1,313","1,188",-97,"5,011","1,124","3,887",0.30,"21,578",181,--,"22,780",76,"23,056","9,060",0,"9,060","13,996",18,"20,195","2,730","-1,365","21,560","21,578"
002748,1,"104,789","85,912","9,483","9,678","1,470","8,207",0.91,"6,004","3,673","4,254","24,859","51,902","87,064","30,230","4,496","34,726","52,338","3,868","10,081","-6,829","-3,543",-266,"3,602"
002045,1,"201,562","157,632","9,542","10,703","1,625","9,078",0.22,"32,318","56,782","31,421","137,521","64,234","256,909","99,721","25,568","125,290","131,619","35,581","13,956","-15,850","-5,762","-7,614","27,967"
300200,1,"51,775","37,123","5,622","5,725",835,"4,890",0.23,"26,085","16,565","8,087","60,881","15,988","82,853","5,947","1,116","7,063","75,790","29,475","7,094","-6,213","-4,272","-3,391","26,085"
300076,1,"26,433","15,877","2,260","2,704",689,"2,015",0.09,"60,565","14,036","5,375","83,256","17,918","118,066","9,461",877,"10,338","107,728","59,727","3,488","-5,151","2,430",767,"60,494"
600566,1,"298,641","46,894","56,448","60,465","8,525","51,939",0.67,"64,506","89,971","12,367","197,817","89,354","335,772","103,559","2,813","106,372","229,399","6,505","61,611","-64,980","61,287","57,918","64,423"
000892,1,"1,344",662,281,281,151,130,0.00,205,505,--,852,--,870,443,0,443,428,304,-93,-11,0,-104,200
002666,1,"172,252","135,552","19,856","20,036","3,778","16,259",0.50,"28,591","29,638","60,909","135,184","26,446","200,203","37,575",748,"38,322","161,880","41,585",29,"-21,414","7,736","-13,649","27,936"
002378,1,"203,883","165,339","8,861","9,647","3,136","6,512",0.15,"25,128","27,620","61,505","148,976","107,543","316,512","85,607","24,245","109,851","206,661","18,967","9,210","-9,507","3,697","3,411","22,378"
600460,1,"187,003","131,919","11,647","18,502","1,796","16,707",0.13,"48,733","50,852","66,467","225,126","107,699","401,816","124,207","36,092","160,299","241,516","57,555","26,719","-7,188","-37,937","-18,419","39,136"
002620,1,"152,186","130,623","7,282","7,559","2,080","5,479",0.46,"30,928","109,362","11,148","167,737","1,908","201,710","99,675",161,"99,836","101,873","30,093","3,318","-3,326",844,835,"30,928"
002640,1,"84,182","39,971","4,534","4,826","1,960","2,866",0.24,"32,867","36,958","29,433","114,765","3,838","220,468","36,704",593,"37,297","183,170","19,061","-1,313","-2,019","12,191","8,860","27,921"
300449,1,"56,289","37,680","5,616","6,676","1,005","5,671",1.07,"30,794","26,391","6,183","66,516",968,"68,715","36,686",0,"36,686","32,029","23,370","5,371",-73,"2,120","7,423","30,794"
