code,label,营业收入(万元),营业成本(万元),营业利润(万元),利润总额(万元),所得税费用(万元),净利润(万元),基本每股收益,货币资金(万元),应收账款(万元),存货(万元),流动资产合计(万元),固定资产净额(万元),资产总计(万元),流动负债合计(万元),非流动负债合计(万元),负债合计(万元),所有者权益(或股东权益)合计(万元),期初现金及现金等价物余额(万元),经营活动产生的现金流量净额(万元),投资活动产生的现金流量净额(万元),筹资活动产生的现金流量净额(万元),现金及现金等价物净增加额(万元),期末现金及现金等价物余额(万元)
002175,1,"24,284","16,727","2,376","2,480",306,"2,175",0.16,"20,066","10,260","8,679","52,093","14,191","111,902","24,875","6,747","31,623","80,279","11,023","2,910","-8,585","14,355","8,682","19,705"
600533,1,"284,118","241,297","7,792","7,676","6,437","1,240",0.01,"163,192",793,"1,037,883","1,302,330","2,211","1,463,753","787,568","301,649","1,089,217","374,535","138,578","96,184","11,789","-87,505","20,467","159,045"
600965,1,"110,024","69,169","8,732","9,110","1,981","7,129",0.14,"13,399","11,687","25,606","55,253","51,007","123,918","30,869",0,"30,869","93,050","10,111","19,012","-12,955","-2,770","3,287","13,399"
000933,1,"2,396,712","2,113,864","-28,609","-23,464","17,780","-41,243",-0.19,"586,922","55,665","450,758","1,559,292","1,952,758","5,113,555","3,114,360","957,295","4,071,654","1,041,901","227,606","75,285","-219,594","92,026","-52,284","175,322"
600092,-1,131,125,"-1,050","-1,050",--,"-1,050",-0.04,46,942,691,"2,688","1,952","6,413","54,089","2,677","56,767","-50,354",45,1,-0,0,0,46
600230,1,"311,603","282,451","-20,979","-20,723","1,012","-21,735",-0.69,"65,861",541,"33,931","118,305","291,880","470,178","108,296","168,177","276,473","193,705","56,127","15,459","-25,547","16,917","6,830","62,956"
000665,1,"178,143","95,263","23,689","24,556",67,"24,489",0.51,"116,075","5,195","4,573","140,812","396,221","751,530","217,504","31,739","249,243","502,287","39,814","77,372","-68,187","65,378","74,563","114,377"
600592,1,"73,046","52,018","1,268","4,110","1,280","2,830",0.12,"17,330","21,186","37,718","140,191","57,535","309,802","42,171","34,552","76,723","233,079","16,270","10,210","19,725","-31,316","-1,348","14,921"
300267,1,"137,036","78,915","33,046","33,565","4,824","28,741",0.63,"35,061","18,434","33,171","97,382","71,883","222,055","31,113","23,152","54,264","167,791","50,198","17,538","-61,138","28,462","-15,137","35,061"
002562,1,"80,092","65,101","4,390","4,608",713,"3,895",0.19,"28,836","12,635","13,651","69,242","45,754","122,075","37,995",220,"38,216","83,859","5,034","9,142","4,752","6,317","20,293","25,327"
002381,1,"110,210","78,929","14,697","16,277","2,880","13,397",0.57,"31,905","32,962","18,245","100,492","44,274","151,072","31,795",0,"31,795","119,278","31,932","15,846","-11,200","-5,007",-361,"31,571"
603010,1,"74,694","59,924","4,924","5,079",873,"4,206",0.52,"12,284","11,748","8,197","39,827","17,567","68,227","15,171","1,893","17,064","51,163","7,559","4,664","-9,442","8,925","4,185","11,744"
002043,1,"141,200","118,306","4,113","5,210",864,"4,346",0.09,"19,727","5,417","31,152","77,799","20,540","108,740","22,602","3,751","26,353","82,387","18,315","10,119","-12,942","3,850",909,"19,224"
002135,1,"422,687","368,566","6,900","7,763","1,091","6,672",0.09,"84,461","206,806","232,171","550,844","62,763","758,153","523,569","44,978","568,548","189,605","32,053","26,113","-50,926","25,343",527,"32,579"
000100,1,"10,102,868","8,328,110","211,325","505,902","82,629","423,273",0.35,"1,579,099","1,330,881","942,315","5,548,030","2,025,118","9,287,689","4,797,628","1,804,011","6,601,639","2,686,050","944,133","541,224","-1,086,275","654,948","114,575","1,058,708"
002346,1,"46,331","35,192","9,668","9,596","1,154","8,442",0.19,"2,416","23,054","12,475","111,335","15,993","189,137","35,799","10,000","45,799","143,337","13,917","17,345","-8,610","-20,861","-12,168","1,749"
300220,1,"19,254","12,054",140,584,9,575,0.09,"7,722","3,907","12,040","29,479","9,512","42,186","6,049","5,889","11,938","30,247","10,516","1,146","-3,860",-387,"-3,101","7,415"
600418,1,"3,416,941","2,952,203","17,807","57,108","3,201","53,908",0.41,"798,611","52,773","132,441","1,419,337","768,206","2,686,418","1,748,985","202,305","1,951,291","735,127","636,820","165,256","-34,699","-57,016","77,151","713,971"
600036,1,--,--,"7,276,900","7,343,100","1,738,200","5,604,900",2.22,"65,478,500",--,--,--,"2,650,400","473,182,900",--,--,"441,676,900","31,506,000","34,994,900","27,217,300","-17,597,900","2,187,900","12,152,200","47,147,100"
000737,1,"251,891","199,724",-289,"5,610",625,"4,985",0.06,"44,621","37,903","51,204","163,965","103,623","305,541","270,890",272,"271,161","34,379","13,203","11,798","15,678","-29,250","-1,788","11,415"
000990,1,"401,086","366,501",-130,"8,521",839,"7,682",0.23,"73,129","84,634","20,107","211,344","103,421","392,086","147,915","9,943","157,858","234,228","55,510","-14,226","-3,263","24,808","7,323","62,834"
600444,-1,"37,742","33,385","-3,365","-3,289",-82,"-3,207",-0.27,"2,486","15,130","5,877","25,083","19,101","46,211","50,349",874,"51,223","-5,012","4,720","1,678",-402,"-3,615","-2,338","2,382"
002424,1,"157,467","61,620","37,153","37,711","6,205","31,505",0.66,"66,178","40,814","72,602","263,651","56,035","356,518","117,698","4,029","121,727","234,791","72,032","39,583","-5,938","-39,499","-5,854","66,178"
600618,1,"701,541","637,594","-59,638","-58,297",462,"-58,759",-0.51,"40,264","32,190","49,780","175,893","272,775","575,472","234,455","115,390","349,846","225,626","57,328","-2,906","-49,500","35,344","-17,075","40,253"
000678,1,"126,675","109,997","-1,302",616,-154,770,0.01,"14,985","25,232","46,196","92,674","79,360","224,202","101,577","12,688","114,265","109,937","23,908","1,605","-17,687","3,974","-12,612","11,296"
002597,1,"321,471","273,800","15,965","17,781","3,986","13,795",0.59,"53,253","11,668","40,175","175,678","130,795","337,114","77,126","46,458","123,584","213,529","51,421","37,152","-50,612","11,210","-2,261","49,160"
000338,1,"7,963,716","6,254,778","659,005","696,570","118,120","578,450",2.51,"2,443,441","966,003","1,261,474","6,437,180","2,221,936","12,041,175","4,806,002","3,149,732","7,955,734","4,085,441","1,659,694","1,117,173","-212,976","-506,692","389,768","2,049,462"
002234,1,"118,642","102,610","2,235","6,337",69,"6,269",0.21,"36,403","3,834","23,695","100,952","79,544","218,977","91,527","8,231","99,758","119,219","57,337","-17,333","-28,151","21,731","-23,773","33,564"
002578,1,"131,687","121,240","4,318","4,233",733,"3,499",0.21,"16,480","14,252","16,020","48,607","48,662","130,779","27,455","3,634","31,088","99,691","17,644","7,965","-16,149","2,026","-6,041","11,603"
002445,1,"72,434","53,132","6,758","7,781","1,249","6,532",0.26,"30,225","47,821","48,773","163,731","60,070","251,377","147,085",3,"147,088","104,289","33,272","-30,487","-17,883","18,680","-29,689","3,583"
002085,1,"553,513","426,080","57,510","61,358","8,406","52,952",1.12,"71,033","103,355","41,888","252,324","108,074","506,214","195,148","70,305","265,454","240,760","44,968","84,248","-89,708","21,401","15,953","60,921"
002773,1,"167,452","19,349","32,956","33,762","6,115","27,647",0.68,"94,558","9,108","10,458","118,867","45,773","194,088","23,084","9,828","32,911","161,177","74,609","29,138","-3,442","-5,740","19,949","94,558"
002700,1,"34,545","18,469","12,476","12,362","1,868","10,493",0.45,"39,157","2,132","4,240","47,643","34,605","94,324","17,831",167,"17,998","76,326","12,101","12,058","-6,794","-1,408","3,856","15,957"
600664,1,"1,585,621","1,190,351","74,131","78,621","17,173","61,448",0.30,"181,977","242,706","222,660","834,268","446,137","1,376,601","559,406","68,895","628,300","748,301","231,211","166,002","-28,444","-189,058","-51,501","179,710"
002599,1,"62,221","52,302",944,"1,222",82,"1,140",0.09,"8,596","17,620","16,071","44,476","49,711","108,084","45,368","3,690","49,058","59,026","12,542","6,798","-17,798",283,"-10,692","1,850"
300350,1,"67,971","55,872","2,649","4,145",839,"3,306",0.36,"16,334","36,867","1,819","66,298","7,350","78,987","35,065",76,"35,141","43,846","22,123","-3,334","-3,676",35,"-6,989","15,134"
300157,1,"72,325","36,964","14,655","14,957","2,513","12,444",0.14,"39,053","77,948","6,708","130,890","50,574","303,393","62,088",646,"62,733","240,660","55,148","11,471","-29,622",995,"-17,291","37,857"
600086,1,"454,255","423,854","13,183","13,042","3,221","9,821",0.28,"60,320","4,490","473,887","549,562","14,998","612,750","498,200","13,007","511,207","101,543","8,227","-33,993","-2,540","29,086","-7,447",780
600755,1,"5,528,789","5,202,246","111,494","112,092","25,221","86,871",0.57,"264,902","184,384","1,732,402","3,048,654","117,999","3,444,201","2,479,700","122,965","2,602,664","841,537","199,737","-372,571","-65,628","474,012","34,494","234,231"
600620,1,"3,681","3,235","7,681","7,855",82,"7,773",0.18,"36,966",72,"3,241","41,762","1,969","86,035","6,756",204,"6,960","79,075","29,524","10,075","8,469","-11,102","7,441","36,966"
002006,1,"65,133","48,272",772,"1,401",--,"1,401",0.03,"36,739","24,693","22,529","102,964","27,043","156,168","67,809",666,"68,475","87,692","29,005","17,320","-1,808","-14,810",617,"29,621"
002116,1,"547,019","493,917","23,058","23,727","3,809","19,918",0.65,"106,517","64,944","59,505","284,506","30,842","323,958","233,876","1,523","235,399","88,559","97,882","12,895","-6,921","-3,282","2,523","100,405"
600069,-1,"300,524","284,464","-92,904","-90,767","-16,371","-74,396",-0.84,"93,793","28,029","35,911","175,184","230,497","556,379","327,279","140,368","467,646","88,733","24,539",-263,46,"-9,332","-9,549","14,990"
002152,1,"315,191","142,426","70,804","91,687","9,945","81,742",0.90,"249,179","60,107","178,554","585,055","54,371","664,431","227,943","3,785","231,728","432,703","164,488","110,864","-13,712","-12,248","84,682","249,169"
002176,1,"79,330","59,555","4,564","5,322",945,"4,377",0.08,"54,594","29,427","26,345","128,079","46,819","229,230","20,897","7,814","28,712","200,518","15,457","-1,413","-20,789","60,764","38,562","54,019"
300065,1,"39,282","28,590",-172,"2,056",242,"1,814",0.09,"16,706","25,527","7,914","61,648","8,501","82,593","11,102","3,293","14,395","68,198","24,008","-1,156","-7,822",455,"-8,627","15,381"
002250,1,"400,779","251,516","73,612","73,610","9,153","64,458",0.77,"62,503","70,821","78,750","236,182","293,294","634,516","143,434","72,926","216,361","418,156","44,540","64,458","-47,663","-5,117","13,503","58,043"
000835,1,"44,886","39,577",815,757,160,597,0.02,666,"18,497","6,690","35,349","5,723","45,122","3,796",0,"3,796","41,326","1,006","5,182",-142,"-5,380",-340,666
002209,1,"80,542","60,777",43,"1,257",-23,"1,280",0.07,"25,429","36,490","36,875","106,306","44,025","160,939","91,602","3,190","94,792","66,147","7,020","17,384",999,"-6,665","11,942","18,962"
300085,1,"19,212","9,532","2,641","3,080",260,"2,821",0.11,"34,504","17,454","3,356","63,221",836,"96,321","12,130",592,"12,722","83,598","26,373","3,187","5,830",-884,"8,131","34,504"
300252,1,"119,405","88,283","9,525","10,957","1,564","9,393",0.51,"40,696","56,647","18,494","122,471","22,382","181,522","99,286",986,"100,272","81,249","31,398","4,544","-9,963","10,506","5,094","36,491"
002454,1,"252,725","174,128","34,826","35,809","5,685","30,124",0.68,"42,042","76,860","45,318","282,370","25,474","374,644","119,106","10,046","129,152","245,492","22,037","22,519","-3,330","-2,972","16,221","38,258"
002253,1,"22,096","16,250",728,"1,760",279,"1,481",0.08,"12,036","9,425","11,255","40,543","24,195","102,284","15,071","2,927","17,998","84,286","23,019","7,566","-16,047","-2,561","-11,041","11,978"
002565,1,"194,525","140,501","11,604","-3,736","1,055","-4,792",-0.07,"33,464","56,975","43,569","144,524","63,756","328,275","127,173","17,200","144,373","183,901","59,240","22,656","-61,621","10,047","-28,921","30,319"
000410,1,"781,494","572,405","-5,064","6,391","4,182","2,208",0.03,"236,998","755,160","583,301","1,683,081","191,211","2,014,609","1,478,010","262,373","1,740,384","274,225","138,684","-164,310","-30,842","143,215","-51,992","86,692"
600718,1,"779,633","556,271","9,760","32,746","8,313","24,433",0.21,"184,123","194,898","130,869","554,147","182,404","962,214","358,411","46,333","404,744","557,470","215,513","21,636","-38,119","-16,050","-31,584","183,929"
300025,1,"105,876","72,977","10,904","11,331","2,207","9,124",0.42,"17,466","112,621","5,809","142,107","3,035","172,955","88,923","6,665","95,588","77,367","14,823","-6,350","-8,537","13,647","-1,241","13,582"
300409,1,"44,679","24,565","8,233","8,319","1,091","7,228",1.44,"33,988","14,734","12,147","67,485","9,849","81,541","21,101","3,997","25,098","56,443","5,414","4,803","-2,997","25,739","27,544","32,958"
002478,1,"377,657","311,393","30,279","31,543","3,272","28,271",0.61,"67,186","45,272","68,152","236,561","124,645","398,031","91,587",17,"91,604","306,428","27,280","91,835","-53,413","-13,434","25,101","52,381"
300416,1,"25,398","13,213","4,867","5,287","1,103","4,184",0.84,"7,946","9,316","6,938","27,059","11,089","43,654","13,770","2,041","15,811","27,843","8,088","4,367","-5,055",266,-422,"7,667"
300452,1,"23,939","16,278","3,531","4,077",584,"3,493",1.00,"4,800","1,683","1,583","11,308","12,071","26,639","6,056","2,863","8,919","17,720","3,061","3,683","-1,010",-933,"1,739","4,800"
300440,1,"36,310","17,038","9,655","12,338","1,444","10,894",1.30,"17,951","33,820","14,093","69,719","6,351","78,310","25,501",357,"25,858","52,453","12,243","10,280","-2,497","-5,041","2,735","14,978"
300039,1,"148,108","23,000","40,990","41,484","6,549","34,935",0.55,"81,663","35,786","10,833","171,948","34,675","211,737","21,102","2,170","23,272","188,465","81,401","28,238","-20,874","-7,102",262,"81,663"
600545,1,"566,500","497,201","19,736","19,891","4,577","15,314",0.14,"53,512","355,515","249,856","757,031","46,983","958,025","633,533","107,134","740,667","217,358","67,347","24,079","-39,399","-2,466","-17,786","49,561"
000972,1,"68,290","61,977","-17,622","-5,910",6,"-5,916",-0.06,"33,497","15,150","58,741","128,403","96,918","262,983","153,579","6,361","159,940","103,044","10,219","-3,845","-30,220","54,610","20,864","31,083"
300118,1,"525,944","411,082","43,064","44,801","10,624","34,177",0.50,"140,105","236,394","101,352","590,298","139,238","848,644","390,702","143,947","534,648","313,996","47,106","-14,362","-29,147","42,099",-621,"46,485"
000779,1,"27,636","22,205",-872,"1,005",--,"1,005",0.05,"8,265","5,510","9,747","26,402","6,466","70,640","20,971","21,194","42,165","28,476","7,383","-5,174","-24,323","29,779",282,"7,665"
300204,1,"124,789","6,773","23,798","24,305","3,363","20,942",0.63,"103,215","23,874","2,467","171,887","23,943","207,086","35,337","3,369","38,706","168,380","89,958","23,101","-9,076","-1,596","13,257","103,215"
000780,1,"255,449","187,908","6,979","6,731","3,993","2,738",0.03,"156,849","61,706","9,016","384,626","101,389","563,134","94,960",996,"95,956","467,178","141,071","50,344","-33,044","-1,521","15,778","156,849"
002408,1,"520,043","440,288","34,820","37,359","6,320","31,039",0.53,"81,028","19,661","48,281","238,643","266,022","654,079","155,680","126,517","282,197","371,882","32,011","-8,710","-42,619","91,673","40,307","72,318"
002344,1,"242,729","75,000","120,530","128,397","32,479","95,918",0.84,"88,582","20,988","118,273","321,178","63,416","868,155","306,034","81,901","387,935","480,220","128,571","68,571","-147,446","32,170","-46,613","81,959"
002090,1,"124,139","84,872","9,531","14,690",788,"13,901",0.60,"45,560","65,306","35,687","172,532","58,348","264,244","105,893","37,198","143,091","121,153","27,691","1,392","-43,166","55,465","13,295","40,986"
603686,1,"118,194","79,373","14,649","15,007","2,041","12,965",1.30,"28,423","44,990","23,554","99,794","5,008","108,787","60,270",222,"60,493","48,295","18,304","3,824",-449,588,"3,963","22,267"
300079,1,"54,732","15,416","12,308","19,419",745,"18,674",0.27,"146,709","27,235","23,848","223,781","31,283","328,548","22,504","3,385","25,889","302,659","157,491","25,261","-110,309","9,768","-76,419","81,072"
000777,1,"104,067","79,077","4,820","7,798",688,"7,110",0.19,"18,554","33,437","46,798","110,748","43,593","182,207","49,948","21,224","71,172","111,035","29,981",-272,"-1,299","-11,274","-12,846","17,134"
300165,1,"27,683","10,938","3,205","5,875","1,012","4,862",0.32,"109,973","3,720","18,254","137,952","13,951","156,681","6,315","1,907","8,221","148,459","108,023","3,325","-1,104",-312,"1,911","109,934"
600000,1,--,--,"6,175,100","6,203,000","1,467,000","4,736,000",2.52,"50,606,700",--,--,--,"1,054,200","419,592,400",--,--,"393,263,900","26,328,500","26,611,600","19,115,800","-34,245,500","7,289,700","-7,733,200","18,878,400"
300135,1,"176,956","153,035","7,628","7,866","1,556","6,310",0.12,"40,494","75,743","7,926","162,917","33,282","236,568","101,585","17,704","119,289","117,279","15,200","31,104","-21,944","4,766","13,885","29,085"
600065,-1,"183,142","176,572","-12,603","-11,311",--,"-11,311",-0.46,"1,476","16,811","41,922","83,316","32,587","130,622","90,644","32,050","122,694","7,928",500,"-8,404","-2,633","12,014",976,"1,476"
000815,-1,"55,671","52,651","-13,173","14,808",0,"14,808",0.47,"1,276","5,341","58,663","67,112","53,139","140,694","103,885","33,323","137,208","3,486","2,135",-517,0,-561,"-1,079","1,056"
300237,1,"114,876","78,589","12,681","12,802","2,775","10,027",0.93,"26,117","40,146","103,618","204,221","32,723","288,010","161,124","4,702","165,826","122,184","14,475","4,032","-19,238","20,689","5,483","19,958"
300463,1,"93,485","38,092","29,300","28,391","5,770","22,621",1.52,"17,753","38,785","19,136","80,996","25,155","121,632","28,638","13,790","42,427","79,205","9,410","11,509","-15,892","11,225","6,841","16,251"
000932,1,"5,559,974","5,124,950",-276,"17,432","2,776","14,656",0.02,"689,129","209,456","790,544","2,349,302","4,059,674","7,309,099","5,215,187","623,975","5,839,162","1,469,937","135,453","726,781","-163,116","-258,441","301,512","436,964"
002163,1,"461,657","419,910","-25,213","-12,689",464,"-13,154",0.02,"69,857","69,940","119,263","321,908","254,699","729,193","411,259","136,261","547,520","181,672","67,500","22,478","20,210","-61,138","-18,663","48,837"
601599,1,"223,314","189,938","6,852","8,022","1,454","6,568",0.18,"29,936","32,352","73,457","160,113","97,470","327,599","133,570","42,572","176,142","151,457","25,640","32,803","-27,489","-12,250","-6,919","18,721"
002121,1,"195,461","134,885","9,825","14,644","1,745","12,899",0.32,"45,584","123,335","42,082","238,276","85,234","467,484","247,714","72,159","319,873","147,611","29,150","18,202","-86,745","66,566","-1,976","27,173"
002402,1,"111,057","87,645","8,591","8,791","1,272","7,519",0.23,"23,992","32,902","17,906","105,440","23,393","139,769","39,525",46,"39,571","100,198","30,034","8,709","-15,085","-1,524","-7,740","22,295"
002140,1,"338,034","282,856","30,555","30,402","3,988","26,415",0.59,"170,357","87,165","240,118","660,801","25,045","717,313","532,234",0,"532,234","185,079","133,906","38,972","-1,243","-2,375","35,278","169,184"
002698,1,"60,767","32,970","17,356","20,923","2,346","18,577",0.47,"2,125","35,782","42,578","172,889","18,045","204,204","36,721","3,220","39,941","164,263","2,161","9,228","-6,670","-3,039",-484,"1,677"
300041,1,"84,372","54,202","10,004","12,201","1,244","10,957",0.65,"11,350","29,610","19,772","71,150","42,142","133,383","24,115","3,111","27,226","106,157","17,517",-237,"-10,659","3,239","-7,657","9,861"
600238,1,"49,156","28,273","5,427","5,719","1,477","4,241",0.09,"20,757","3,865","62,460","92,126","27,360","141,683","51,265","1,685","52,950","88,733","35,651","-17,692","6,608","-5,009","-16,094","19,557"
000537,1,"128,319","65,350","44,398","44,450","1,249","43,201",0.55,"67,547",1,"288,379","363,814",136,"481,428","231,203",362,"231,565","249,864","184,898","-46,887","-69,727","-1,576","-118,190","66,708"
600629,1,"48,498","36,861","-3,146",855,137,718,0.01,"10,133","17,832","6,225","49,856","59,325","155,660","38,700","8,597","47,297","108,363","15,701","2,543","-9,198","1,081","-5,568","10,133"
002014,1,"178,387","140,502","20,093","21,278","3,050","18,228",0.55,"58,254","31,949","23,035","126,635","70,535","207,827","40,350","4,214","44,564","163,262","44,794","24,770","-4,326","-10,023","10,641","55,436"
002705,1,"566,889","466,621","26,961","27,984","6,725","21,259",0.49,"94,134","61,193","89,881","278,941","121,617","437,893","219,485",121,"219,606","218,286","31,900","21,501","-41,439","63,633","45,914","77,814"
300262,1,"35,072","20,948","9,500","9,929","2,418","7,511",0.28,"7,566","16,906",577,"82,243","8,524","118,969","54,503","3,688","58,191","60,778","6,094","13,874",-887,"-12,219",771,"6,865"
002194,1,"177,236","142,130","16,172","16,365","2,701","13,663",0.25,"72,190","51,326","51,659","201,251","37,391","255,153","52,138",711,"52,849","202,304","64,711","-17,520","4,420","-5,559","-18,743","45,968"
000517,1,"112,446","79,807","11,658","11,820","1,493","10,327",0.03,"28,167","5,043","497,213","722,990",558,"793,462","237,956","193,183","431,139","362,322","32,765","66,040","-153,413","82,655","-4,718","28,047"
300208,1,"67,044","44,907","13,518","13,845","2,124","11,721",0.38,"11,183","25,822","6,430","46,522","25,543","143,700","32,193","30,733","62,926","80,775","23,609","13,841","-31,650","4,909","-13,083","10,526"
002438,1,"46,561","29,449","5,794","6,219",837,"5,382",0.26,"17,016","34,249","21,401","90,531","16,524","126,373","26,343","6,256","32,599","93,774","30,115","4,428","-17,711","-1,092","-14,376","15,740"
300249,1,"48,921","33,440","2,709","3,267",491,"2,776",0.07,"17,761","59,464","22,016","109,185","9,652","143,593","59,618","1,217","60,835","82,758","11,346","1,593",-713,"2,833","3,715","15,061"
002596,1,"112,131","94,127","2,995","3,203",939,"2,264",0.08,"17,204","76,450","9,946","110,473","50,729","208,796","47,520","31,708","79,228","129,568","22,728","3,685","-5,603","-3,636","-5,554","17,174"
300117,1,"183,350","154,441","2,797","5,852","1,103","4,749",0.15,"28,855","57,870","155,158","283,761","40,543","358,717","193,333","34,725","228,058","130,659","27,014","-12,279","-19,199","26,423","-5,034","21,980"
