code,label,基本每股收益(元),每股净资产(元),每股经营活动产生的现金流量净额(元),主营业务收入(万元),主营业务利润(万元),营业利润(万元),投资收益(万元),营业外收支净额(万元),利润总额(万元),净利润(万元),净利润(扣除非经常性损益后)(万元),经营活动产生的现金流量净额(万元),现金及现金等价物净增加额(万元),总资产(万元),流动资产(万元),总负债(万元),流动负债(万元),股东权益不含少数股东权益(万元),净资产收益率加权(%),总资产利润率(%),主营业务利润率(%),总资产净利润率(%),成本费用利润率(%),营业利润率(%),主营业务成本率(%),销售净利率(%),净资产收益率(%),股本报酬率(%),净资产报酬率(%),资产报酬率(%),销售毛利率(%),三项费用比重(%),非主营比重(%),主营利润比重(%),流动比率(%),速动比率(%),现金比率(%),利息支付倍数(%),资产负债率(%),长期债务与营运资金比率(%),股东权益比率(%),长期负债比率(%),股东权益与固定资产比率(%),负债与所有者权益比率(%),长期资产与长期资金比率(%),资本化比率(%),固定资产净值率(%),资本固定化比率(%),产权比率(%),清算价值比率(%),固定资产比重(%),主营业务收入增长率(%),净利润增长率(%),净资产增长率(%),总资产增长率(%),应收账款周转率(次),应收账款周转天数(天),存货周转率(次),固定资产周转率(次),总资产周转率(次),存货周转天数(天),总资产周转天数(天),流动资产周转率(次),流动资产周转天数(天),经营现金净流量对销售收入比率(%),资产的经营现金流量回报率(%),经营现金净流量与净利润的比率(%),经营现金净流量对负债比率(%),现金流量比率(%)
300481,1,0.53,3.82,0.38,"37,561","8,801","4,735",--,"-1,110","3,626","3,182","4,126","2,295",788,"32,116","13,546","9,187","6,898","22,930",14.77,9.91,23.43,10.86,11.08,12.61,76.29,8.47,13.88,89.97,23.54,16.81,23.71,10.55,-30.61,242.75,1.96,1.33,37.80,"2,105.95",28.60,0.29,71.40,5.92,334.45,40.06,74.79,7.65,75.57,80.99,38.37,314.56,21.35,-4.27,-33.22,13.30,21.23,8.94,40.28,7.65,6.16,1.28,47.05,280.86,3.05,118.14,0.06,0.07,0.72,0.25,33.26
002379,1,-0.37,--,--,"203,906","-3,805","-40,584","5,712",50,"-40,534","-34,580","-41,068","-43,172","-24,738","505,141","281,191","374,107","373,426","131,034",-23.28,-6.86,-1.87,-5.85,-16.49,-19.90,101.54,-17.00,-26.39,4.79,3.39,0.88,-1.54,18.70,-14.21,9.39,0.75,0.63,28.95,-83.61,74.06,--,25.94,--,81.39,285.50,--,--,80.46,170.91,284.98,--,31.87,-15.49,"-4,874.31",-21.64,-25.69,9.46,38.07,4.33,1.29,0.34,83.15,"1,045.90",0.75,477.64,-0.21,-0.09,--,-0.12,-11.56
002318,1,0.61,--,--,"290,182","59,574","20,677",205,"1,746","22,424","18,994","18,086","25,183","-9,045","352,092","176,015","102,624","84,335","240,473",9.71,5.32,20.53,5.66,8.41,7.13,79.20,6.45,7.90,250.49,33.80,23.95,20.80,12.37,8.70,265.67,2.09,1.00,35.08,891.52,29.15,0.12,70.85,3.01,194.73,41.14,67.70,4.08,66.14,70.58,38.06,354.60,36.39,1.87,-15.21,34.25,13.57,7.93,45.41,2.85,2.29,0.88,126.15,410.72,1.75,206.07,0.09,0.07,1.35,0.25,29.86
300177,1,0.25,2.53,0.03,"68,722","34,081","9,380",-1,"2,953","12,333","9,959","9,457","1,194","-6,796","130,696","91,534","19,226","17,672","102,689",10.22,8.09,49.59,8.63,21.18,13.65,49.47,15.38,9.70,34.02,12.38,10.56,50.53,34.33,23.93,276.33,5.18,4.23,221.15,"-1,347.26",14.71,--,85.29,--,638.79,17.25,--,--,84.38,35.13,15.85,--,13.35,27.67,-1.51,10.39,14.29,2.74,131.30,2.32,5.74,0.56,154.85,641.83,0.79,454.20,0.02,0.01,0.11,0.06,6.75
002050,1,0.63,--,--,"582,391","158,945","58,551","1,488","2,524","61,075","48,772","47,174","57,750","-18,257","702,070","453,803","346,932","324,635","353,253",14.64,6.96,27.29,7.18,11.69,10.05,72.26,8.39,13.81,174.36,37.96,19.20,27.74,16.97,6.57,260.25,1.40,1.04,19.82,615.44,49.42,0.03,50.58,0.53,182.33,97.69,69.18,1.04,69.39,69.91,92.46,202.47,27.74,10.42,51.21,12.56,6.56,6.21,57.98,3.81,3.13,0.86,94.40,420.61,1.36,264.32,0.10,0.08,1.18,0.17,17.79
002304,1,4.19,--,--,"1,467,221","870,445","600,951","5,302","2,120","603,071","450,750","446,788","271,180","-350,789","2,875,772","1,619,131","902,862","872,136","1,972,473",24.53,15.68,59.33,15.82,69.49,40.96,39.38,30.73,22.85,522.16,28.49,19.54,60.62,18.47,1.23,144.34,1.86,0.70,49.84,"-2,447.98",31.40,0.00,68.60,0.00,310.10,45.76,63.69,0.00,85.12,63.69,44.21,310.32,22.12,-2.34,-9.88,13.41,1.91,945.98,0.38,0.61,2.51,0.52,588.14,699.03,0.88,409.88,0.18,0.09,0.60,0.30,31.09
002266,1,0.07,--,--,"68,602","6,247","11,731","31,989",631,"12,362","10,121","-1,499","-8,177","-41,085","504,950","181,817","199,726","148,698","285,990",4.11,2.08,9.11,2.26,13.94,17.10,90.60,15.28,3.54,26.75,13.34,8.06,9.40,38.38,263.87,50.54,1.22,0.57,19.48,312.85,39.55,1.30,60.45,8.52,574.34,65.44,92.79,12.35,63.74,105.87,62.81,247.12,10.52,-13.83,16.92,19.63,18.97,1.98,181.66,0.63,1.28,0.15,568.36,"2,439.02",0.34,"1,059.14",-0.12,-0.02,-0.78,-0.04,-5.50
300358,1,1.35,7.13,-0.07,"100,519","39,887","16,303",--,"1,996","18,299","15,691","13,994",-869,"12,680","143,593","93,524","60,295","57,553","83,298",21.04,10.93,39.68,12.49,21.90,16.22,59.62,15.61,18.84,209.55,29.38,17.04,40.38,22.80,10.91,217.98,1.63,0.97,28.48,"-15,240.80",41.99,--,58.01,--,230.05,72.39,--,--,80.48,60.11,69.09,--,25.22,26.09,16.25,82.95,33.42,4.28,84.10,1.51,3.34,0.80,238.19,449.83,1.26,285.60,-0.01,-0.01,-0.06,-0.01,-1.51
600592,1,0.12,--,--,"73,046","20,015","1,268","5,425","2,843","4,110","4,856","-2,163","10,210","-1,348","309,802","140,191","76,723","42,171","229,131",2.39,0.91,27.40,0.96,5.76,1.74,71.21,3.87,2.12,118.82,20.37,15.32,28.79,25.03,201.13,486.93,3.32,2.43,41.09,375.86,24.77,--,75.23,--,405.11,32.92,--,--,56.31,72.77,18.09,--,18.57,3.60,-34.11,21.74,10.53,3.24,111.01,1.30,1.27,0.25,277.33,"1,453.96",0.48,744.26,0.14,0.03,3.61,0.13,24.21
002120,1,0.56,--,--,"93,118","19,167","11,899","4,713",404,"12,303","8,458","3,237","11,600","-1,201","81,236","34,187","20,016","20,007","54,454",16.37,12.63,20.58,12.28,14.42,12.78,78.89,11.02,15.53,188.04,46.16,34.79,21.11,12.21,41.59,155.79,1.71,1.23,29.79,"-8,435.70",24.64,--,75.36,--,227.08,32.69,--,--,59.96,76.85,32.68,--,33.19,-0.49,86.32,10.39,-5.42,5.61,64.12,7.33,3.42,1.11,49.12,323.07,2.59,138.94,0.12,0.14,1.13,0.58,57.98
300287,1,0.37,4.40,-0.49,"68,090","24,190","10,585",--,241,"10,827","9,258","9,054","-13,363","21,089","259,543","181,945","134,355","132,695","120,803",15.96,3.57,35.53,5.22,19.54,15.55,62.66,13.60,7.66,54.32,10.94,5.27,37.34,16.91,2.23,223.43,1.37,1.15,27.48,985.69,51.77,--,48.23,--,969.84,107.32,--,--,74.45,61.99,106.00,--,4.97,26.07,39.91,125.32,173.16,1.18,305.34,2.20,8.45,0.38,163.37,937.26,0.51,712.73,-0.20,-0.05,-1.44,-0.10,-10.07
000932,1,0.02,--,--,"5,559,974","419,291",-276,"1,221","17,708","17,432","7,463","4,040","726,781","301,512","7,309,099","2,349,302","5,839,162","5,215,187","1,022,232",0.73,0.20,7.48,0.20,0.31,-0.01,92.18,0.26,0.73,977.97,200.64,40.35,7.82,7.48,108.59,"2,385.32",0.45,0.30,14.80,109.20,79.89,-0.20,20.11,7.78,36.21,397.24,243.33,27.89,58.05,337.42,393.46,119.81,55.55,-6.79,-0.62,13.64,3.25,29.38,12.25,6.13,1.37,0.77,58.70,465.78,2.37,151.68,0.13,0.10,49.59,0.12,13.94
600035,1,0.23,--,--,"113,024","67,766","43,822","8,820",141,"43,963","28,385","21,629","70,796","-17,102","901,303","55,503","526,570","153,076","372,234",7.84,3.09,59.96,2.52,56.26,38.77,36.51,24.61,7.63,54.99,17.77,7.39,63.49,29.09,20.38,154.14,0.36,0.36,31.63,262.81,58.42,-3.05,41.58,32.96,721.31,140.52,125.89,44.22,57.25,225.71,120.13,34.06,5.76,11.81,9.00,-4.96,-31.20,28.75,12.52,420.21,2.30,0.10,0.86,"3,522.50",1.18,304.67,0.63,0.08,2.55,0.13,46.25
002060,1,0.16,--,--,"600,245","49,095","11,854","7,069",515,"12,369","9,823","9,800","58,069","28,585","1,260,761","554,267","1,007,860","519,713","249,583",3.91,0.79,8.18,0.84,2.08,1.97,88.75,1.65,3.94,198.20,47.11,9.45,11.25,7.04,61.32,396.93,1.07,0.73,20.13,146.80,79.94,11.24,20.06,30.81,58.39,398.52,110.16,60.57,79.86,279.36,359.10,138.02,34.36,11.20,9.69,1.76,13.62,6.32,57.00,3.13,1.46,0.51,114.99,710.76,1.18,305.58,0.10,0.05,5.86,0.06,11.17
