code,label,基本每股收益(元),每股净资产(元),每股经营活动产生的现金流量净额(元),主营业务收入(万元),主营业务利润(万元),营业利润(万元),投资收益(万元),营业外收支净额(万元),利润总额(万元),净利润(万元),净利润(扣除非经常性损益后)(万元),经营活动产生的现金流量净额(万元),现金及现金等价物净增加额(万元),总资产(万元),流动资产(万元),总负债(万元),流动负债(万元),股东权益不含少数股东权益(万元),净资产收益率加权(%),总资产利润率(%),主营业务利润率(%),总资产净利润率(%),成本费用利润率(%),营业利润率(%),主营业务成本率(%),销售净利率(%),净资产收益率(%),股本报酬率(%),净资产报酬率(%),资产报酬率(%),销售毛利率(%),三项费用比重(%),非主营比重(%),主营利润比重(%),流动比率(%),速动比率(%),现金比率(%),利息支付倍数(%),资产负债率(%),长期债务与营运资金比率(%),股东权益比率(%),长期负债比率(%),股东权益与固定资产比率(%),负债与所有者权益比率(%),长期资产与长期资金比率(%),资本化比率(%),固定资产净值率(%),资本固定化比率(%),产权比率(%),清算价值比率(%),固定资产比重(%),主营业务收入增长率(%),净利润增长率(%),净资产增长率(%),总资产增长率(%),应收账款周转率(次),应收账款周转天数(天),存货周转率(次),固定资产周转率(次),总资产周转率(次),存货周转天数(天),总资产周转天数(天),流动资产周转率(次),流动资产周转天数(天),经营现金净流量对销售收入比率(%),资产的经营现金流量回报率(%),经营现金净流量与净利润的比率(%),经营现金净流量对负债比率(%),现金流量比率(%)
002661,1,0.79,--,--,"152,710","32,105","7,784","1,509","1,013","8,797","6,580","4,618","6,133",998,"105,427","52,100","29,782","24,352","74,258",9.11,6.23,21.02,6.42,6.02,5.10,78.63,4.30,8.86,189.02,21.46,15.40,21.38,16.78,28.67,364.94,2.14,1.86,37.23,"1,368.74",28.25,--,71.75,--,193.97,39.37,--,--,80.13,70.50,32.19,--,36.99,24.68,-24.58,5.56,6.51,9.85,36.55,17.45,4.02,1.49,20.63,240.95,3.07,117.18,0.04,0.06,0.93,0.21,25.18
600598,1,0.45,--,--,"510,909","248,580","83,811","68,822","-10,277","73,534","79,981","20,928","191,007","-14,290","822,903","341,608","259,049","256,772","567,655",15.14,8.78,48.65,6.54,16.10,16.40,50.57,14.14,14.09,220.46,69.50,47.62,49.43,38.07,79.62,338.05,1.33,0.80,53.20,"1,552.59",31.48,0.01,68.52,0.10,128.85,45.94,85.23,0.15,57.79,85.36,45.68,301.32,53.18,-45.58,--,12.96,-40.60,11.45,31.45,1.00,1.00,0.46,361.16,778.04,0.95,377.24,0.37,0.23,2.64,0.74,74.39
002757,1,0.77,4.23,1.36,"54,311","15,411","7,282",--,219,"7,500","6,341","6,155","11,182","3,269","62,773","25,737","28,050","17,822","34,723",20.10,10.10,28.38,10.82,15.97,13.41,70.99,11.68,18.26,--,54.00,29.87,29.01,14.86,2.92,205.47,1.44,0.57,33.09,821.83,44.68,1.20,55.32,15.09,160.98,80.78,83.80,21.44,63.48,106.66,78.61,208.53,34.36,14.47,26.74,22.34,15.38,18.77,19.18,2.25,2.48,0.93,159.87,388.35,2.13,169.01,0.21,0.18,1.76,0.40,62.74
002099,1,0.71,--,--,"246,450","111,890","61,317",-254,"1,108","62,424","51,659","50,598","46,216","40,889","483,076","190,024","125,802","104,107","358,555",14.52,10.55,45.40,11.32,34.09,24.88,53.77,20.67,14.41,170.95,36.35,26.89,46.23,19.70,1.37,179.24,1.83,1.16,69.92,"-3,771.48",26.04,--,73.96,--,268.75,35.21,--,--,62.74,82.02,29.14,--,27.52,86.83,"1,040.90",12.40,15.92,7.90,45.59,2.09,1.99,0.55,172.17,657.17,1.52,236.61,0.19,0.10,0.91,0.37,44.39
000589,1,0.24,--,--,"556,348","106,929","15,254","1,440","4,320","19,574","16,614","12,608","97,140","86,160","973,039","544,313","595,603","490,794","377,312",4.90,1.72,19.22,1.93,3.65,2.74,79.86,3.00,4.40,280.08,57.54,22.32,20.14,15.56,29.43,546.28,1.11,0.88,30.50,221.27,61.21,0.61,38.79,3.38,122.45,157.80,104.49,8.01,60.59,113.59,138.74,179.56,31.68,-14.11,-4.22,58.32,28.51,4.34,82.90,4.04,2.18,0.64,89.02,559.79,1.19,302.55,0.17,0.10,5.82,0.16,19.79
300416,1,0.84,5.64,0.93,"25,398","12,008","4,867",--,420,"5,287","3,979","3,639","4,367",-422,"43,654","27,059","15,811","13,770","26,570",16.18,9.58,47.28,10.46,26.17,19.16,52.03,16.47,14.98,156.33,26.44,16.87,47.97,26.82,7.94,227.13,1.97,1.46,57.70,"2,598.48",36.22,0.12,63.78,3.55,251.08,56.79,56.46,5.27,77.72,59.60,55.02,271.08,25.40,13.20,10.75,17.65,20.16,3.08,116.73,1.95,2.58,0.64,184.20,566.84,0.99,363.60,0.17,0.10,1.04,0.28,31.71
300409,1,1.44,8.68,0.74,"44,679","19,772","8,233",--,86,"8,319","7,228","7,155","4,803","27,544","81,541","67,485","25,098","21,101","56,443",24.13,8.86,44.25,11.54,23.08,18.43,54.98,16.18,12.81,145.04,16.70,11.56,45.02,24.91,1.03,237.67,3.20,2.62,161.07,"1,037.49",30.78,0.08,69.22,4.29,573.06,44.47,23.45,5.84,81.75,24.90,43.59,315.84,12.08,39.94,19.99,122.26,86.32,3.78,95.21,2.24,5.16,0.71,160.58,504.84,0.90,399.69,0.11,0.06,0.66,0.19,22.76
002731,1,0.82,--,--,"330,806","24,922","12,829","1,850",463,"13,293","9,837","9,491","24,939","31,271","195,808","176,416","92,594","91,746","103,008",15.35,5.03,7.53,6.16,4.19,3.88,91.99,2.98,9.55,91.14,13.31,7.01,8.01,3.40,17.40,187.49,1.92,0.82,64.25,423.08,47.29,--,52.71,--,"1,039.08",89.71,--,--,71.88,18.79,88.89,--,5.07,-10.09,-11.38,96.43,57.75,60.30,5.97,3.38,32.72,2.07,106.39,174.08,2.32,155.27,0.08,0.13,2.53,0.27,27.18
601857,1,0.59,--,--,"228,296,200","31,983,400","15,387,700","1,229,700","289,100","15,676,800","10,717,300","11,007,600","35,647,700","2,237,100","240,537,600","39,130,800","108,761,600","57,982,900","117,601,000",9.30,4.95,14.01,5.01,7.34,6.74,76.01,5.21,9.11,304.16,42.24,23.14,23.99,7.56,9.69,204.02,0.67,0.39,13.11,730.17,45.22,-1.59,54.78,12.42,202.11,82.54,124.59,18.48,59.84,152.84,66.68,266.08,27.11,1.10,-16.31,3.77,2.71,38.98,9.24,8.83,3.67,0.96,40.76,374.30,5.55,64.83,0.16,0.15,2.99,0.33,61.48
002667,1,0.05,--,--,"16,157","6,872",-64,175,626,562,623,-124,"2,731","1,211","85,117","64,898","9,027","6,678","76,011",0.82,0.71,42.53,0.70,3.76,-0.40,56.53,3.74,0.82,51.42,9.19,8.21,43.47,35.17,142.65,"1,222.39",9.72,8.10,442.12,25.31,10.61,--,89.39,--,693.64,11.86,--,--,63.20,26.57,8.78,--,12.89,-31.07,-87.10,0.28,-3.71,1.03,350.09,0.74,1.49,0.19,485.11,"1,933.40",0.24,"1,498.75",0.17,0.03,4.52,0.30,40.90
002313,1,0.04,--,--,"242,874","61,692","4,251",102,"1,573","5,824","1,211",-9,"25,101","8,995","446,086","357,387","221,369","218,329","192,890",0.63,1.05,25.40,1.11,2.47,1.75,73.62,1.93,0.63,67.07,9.31,4.69,26.38,22.66,28.76,"1,059.27",1.64,0.84,20.27,263.02,49.62,--,50.38,--,460.19,98.51,--,--,75.05,39.47,97.16,--,10.95,16.81,-39.03,-0.71,12.75,2.02,178.49,1.21,4.80,0.58,297.91,623.81,0.73,492.27,0.10,0.06,5.35,0.11,11.50
300271,1,0.69,--,--,"135,167","57,413","18,505",209,"5,603","24,108","20,846","20,353","34,983","25,512","267,727","174,701","112,472","98,327","152,126",16.00,7.79,42.48,9.34,20.77,13.69,56.52,15.43,13.70,75.09,15.51,8.99,43.48,28.37,24.11,238.15,1.78,1.36,81.38,"-4,769.57",42.01,--,57.99,--,"2,100.05",72.44,--,--,69.68,59.92,63.33,--,2.76,49.75,39.44,34.61,49.67,4.15,86.84,1.97,19.88,0.61,183.16,594.75,0.87,412.94,0.26,0.13,1.68,0.31,35.58
000803,1,0.03,--,--,"16,299","3,604",474,0,378,852,376,-32,"-4,412","-2,813","45,735","39,714","30,611","27,097","15,104",2.52,0.81,22.11,0.79,5.42,2.91,73.07,2.29,2.49,8.00,6.75,2.23,26.93,18.63,44.32,423.08,1.47,0.32,9.07,154.18,66.93,--,33.07,--,"2,418.10",202.41,--,--,49.08,39.81,179.17,--,1.37,-7.93,-14.50,2.53,-6.82,68.21,5.28,0.38,10.64,0.34,944.63,"1,047.12",0.39,912.32,-0.27,-0.10,-11.84,-0.14,-16.28
300337,1,0.15,4.62,-0.29,"142,871","20,211","6,015",-58,695,"6,710","5,562","4,952","-10,887","-1,766","260,049","121,528","87,280","78,051","172,771",3.25,2.14,14.15,2.28,4.94,4.21,85.80,3.89,3.22,73.95,15.99,10.62,14.20,9.30,9.49,301.22,1.56,1.07,51.86,"1,851.79",33.56,--,66.44,--,236.83,50.52,--,--,76.77,80.18,45.18,--,28.05,-9.01,-26.55,2.17,14.59,3.82,94.28,3.61,2.68,0.59,99.76,613.50,1.07,337.30,-0.08,-0.04,-1.96,-0.12,-13.95
600962,-1,-0.42,--,--,"87,761","13,574","-13,287",--,574,"-12,713","-11,115","-11,499","24,368","16,153","223,809","144,744","130,504","130,344","78,422",-13.24,-5.76,15.47,-5.72,-12.90,-15.14,83.70,-14.68,-14.17,164.19,46.14,19.24,16.30,27.76,-4.52,-106.77,1.11,0.37,25.14,-140.26,58.31,--,41.69,--,148.38,139.87,--,--,52.92,84.74,139.70,--,28.10,-29.53,--,-12.17,-1.12,4.57,78.75,0.72,1.43,0.39,498.48,923.31,0.59,605.86,0.28,0.11,--,0.19,18.70
002437,1,0.63,--,--,"190,582","117,432","49,115",851,"5,643","54,758","44,377","39,430","67,404","23,129","492,235","153,425","182,016","143,926","302,122",16.73,9.26,61.62,11.59,38.50,25.77,37.04,23.91,14.69,97.48,23.00,14.49,62.96,36.25,11.86,214.46,1.07,0.95,74.52,"2,344.06",36.98,--,63.02,--,382.49,58.67,--,--,75.88,109.22,46.40,--,16.48,45.72,98.46,25.17,67.26,17.37,20.72,4.97,2.96,0.48,72.43,742.88,1.24,289.18,0.35,0.14,1.48,0.37,46.83
000603,1,0.47,--,--,"74,122","57,260","50,796",200,-38,"50,758","23,624","23,598","47,645","37,408","112,502","69,205","31,431","30,086","69,985",40.64,33.62,77.25,39.69,216.52,68.53,19.65,51.03,33.76,96.45,60.08,43.29,80.35,8.88,0.32,112.81,2.30,2.13,208.61,"-15,350.96",27.94,--,72.06,--,591.68,38.77,--,--,55.73,53.41,37.11,--,12.18,-12.07,-17.93,53.82,44.04,--,--,2.73,5.20,0.78,132.10,462.90,1.45,247.52,0.64,0.42,1.26,1.52,158.36
002110,1,0.06,--,--,"1,802,232","50,675","3,783",941,-348,"3,435","3,195","3,340","136,709","50,168","803,686","310,061","544,371","420,370","259,315",1.23,0.40,2.81,0.38,0.19,0.21,96.85,0.18,1.23,621.66,128.18,41.36,--,2.59,17.27,"1,475.05",0.74,0.44,26.28,113.92,67.73,--,32.27,--,59.53,209.93,--,--,56.96,190.36,162.11,--,54.20,-6.61,-40.72,-7.11,-6.50,"5,655.36",0.06,10.80,4.06,2.17,33.32,166.12,5.49,65.55,0.08,0.17,42.78,0.25,32.52
000529,1,0.26,--,--,"187,618","20,284","17,148","9,838","2,886","20,034","15,314","8,121","14,821","27,556","147,295","90,439","39,823","36,097","106,313",15.52,10.42,10.81,11.05,11.12,9.14,88.67,8.18,14.40,47.12,25.60,18.68,11.33,6.86,63.51,101.25,2.51,2.09,194.68,"-1,916.56",27.04,0.06,72.96,2.34,596.89,37.05,51.26,3.11,59.69,52.90,36.80,342.44,12.22,1.65,91.22,16.66,12.91,63.37,5.68,10.64,10.01,1.35,33.85,266.47,2.36,152.66,0.08,0.10,0.97,0.37,41.06
603696,1,0.63,3.90,0.82,"27,889","10,024","6,236",--,480,"6,716","5,657","5,276","7,391","2,952","37,693","19,415","2,578","2,578","35,115",17.52,15.01,35.94,15.93,31.02,22.36,63.21,20.28,16.11,--,31.31,29.17,36.79,13.58,7.15,149.25,7.53,6.06,539.81,"-3,528.49",6.84,--,93.16,--,645.61,7.34,--,--,50.47,52.05,7.34,--,14.43,4.05,7.36,19.14,13.07,43.81,8.22,4.32,--,0.79,83.34,458.42,1.51,238.77,0.27,0.20,1.31,2.87,286.65
002482,1,1.04,--,--,"978,797","133,695","64,001",-1,736,"64,737","53,654","53,046","24,527","62,817","1,132,722","1,033,799","704,396","639,632","417,912",13.60,4.85,13.66,5.45,7.26,6.54,83.04,5.62,12.84,123.05,14.86,5.62,16.96,4.79,1.14,206.52,1.62,1.51,36.10,551.71,62.19,--,37.81,--,"1,048.56",164.45,--,--,82.49,23.10,149.33,--,3.61,12.62,4.07,14.21,28.18,1.75,205.18,12.34,25.12,0.97,29.18,370.83,1.06,339.17,0.03,0.02,0.45,0.03,3.83
000546,1,0.30,--,--,"137,347","38,905","19,965",-642,"8,545","28,511","12,966","-2,526","16,548","-6,613","408,962","65,398","237,698","191,237","163,407",13.08,5.99,28.33,11.19,24.52,14.54,71.24,17.84,7.93,123.36,43.10,18.05,28.76,12.99,27.72,136.46,0.34,0.16,6.86,525.06,58.12,-0.25,41.88,7.58,61.60,138.79,169.86,15.33,84.93,200.61,129.76,177.47,67.98,"1,435.28","1,080.12",744.74,"1,309.80",86.64,4.16,5.12,0.98,0.63,70.29,573.98,3.57,100.79,0.12,0.04,0.68,0.07,8.65
600740,1,0.03,--,--,"496,515","50,608","3,372",172,"-1,172","2,200","1,977","3,158","31,994","65,694","1,072,415","488,081","731,851","600,288","282,638",0.70,0.20,10.19,0.22,0.45,0.68,89.52,0.43,0.70,264.43,59.45,18.88,10.48,9.16,-45.46,"2,300.32",0.81,0.76,53.13,112.13,68.24,-0.57,31.76,6.01,77.45,214.89,144.28,15.91,68.70,171.58,195.18,158.73,41.00,-15.48,8.26,20.58,24.94,6.82,52.78,9.78,1.10,0.51,36.80,699.98,1.21,297.74,0.06,0.03,14.92,0.04,5.33
002752,1,0.31,2.66,0.42,"187,047","30,850","14,218",--,788,"15,006","11,107","10,516","15,213","3,536","234,133","109,413","136,896","121,305","95,905",12.29,4.68,16.49,5.20,8.72,7.60,83.27,5.86,11.58,--,48.81,20.27,16.73,8.46,5.25,205.58,0.90,0.62,16.47,486.76,58.47,-1.26,41.53,6.42,115.53,140.79,111.10,13.38,69.75,128.26,140.20,161.30,35.95,7.75,-3.81,12.70,24.98,8.52,42.24,4.88,2.33,0.89,73.72,405.59,1.85,194.08,0.08,0.07,1.39,0.11,12.54
600704,1,0.41,--,--,"3,792,672","230,641","51,104","33,746","18,184","69,288","35,948","4,035","-127,511","-26,929","3,031,942","2,453,000","2,303,238","1,921,463","580,451",7.44,1.51,5.80,1.59,1.84,1.35,93.00,1.21,6.19,126.29,17.26,4.15,7.00,4.91,74.95,317.67,1.28,0.42,17.30,440.90,75.97,0.26,24.03,4.54,508.36,316.07,66.81,15.90,64.20,79.45,282.59,143.43,4.73,-5.74,-35.59,27.80,10.66,38.30,9.40,2.20,27.70,1.31,163.92,273.93,1.61,224.10,-0.03,-0.04,-2.78,-0.06,-6.64
002013,1,0.53,--,--,"756,219","176,857","38,233",169,"8,136","46,369","38,191","30,541","19,805","4,250","1,673,727","1,115,480","1,138,912","862,678","466,653",8.48,2.28,23.39,2.43,6.48,5.06,76.42,5.05,8.18,409.91,54.90,17.54,23.58,18.07,17.91,381.41,1.29,0.98,21.49,256.75,68.05,0.60,31.95,8.99,194.52,212.95,81.45,21.97,51.84,104.38,189.45,157.73,16.43,12.37,-9.72,8.05,13.48,1.75,206.16,2.36,2.88,0.48,152.40,749.53,0.73,490.46,0.03,0.01,0.52,0.02,2.30
002012,1,0.09,--,--,"93,276","25,523","5,331",370,669,"6,000","4,060","3,258","14,852","-5,896","158,581","75,276","34,230","32,260","116,092",3.56,3.15,27.36,3.09,6.97,5.72,72.01,5.35,3.50,121.34,45.63,35.78,27.99,19.72,17.32,425.35,2.33,1.63,28.80,664.38,21.59,--,78.41,--,181.75,27.53,--,--,56.94,66.99,25.94,--,43.14,-4.80,641.70,4.07,-3.92,4.39,82.03,2.79,1.36,0.58,129.19,624.57,1.18,303.95,0.16,0.09,2.97,0.43,46.04
000875,1,0.05,--,--,"475,295","101,861","3,624","1,188","4,360","7,984","7,473","2,322","162,353","-113,174","2,031,765","216,394","1,575,944","686,565","373,461",1.92,0.30,21.43,0.31,1.76,0.76,77.96,1.28,2.00,403.36,129.25,29.00,22.04,17.08,69.49,"1,275.89",0.32,0.30,10.73,110.88,77.57,-1.74,22.43,40.38,29.87,345.74,142.25,64.28,72.35,398.26,330.60,134.19,75.11,9.34,177.77,5.95,11.11,6.02,59.80,40.87,0.34,0.25,8.81,"1,462.23",1.89,190.24,0.34,0.08,26.71,0.10,23.65
601021,1,2.95,--,--,"732,761","106,755","54,047","-8,074","67,539","121,586","88,418","37,764","107,638","91,821","1,126,149","292,186","770,820","421,712","355,329",28.31,7.85,14.57,9.35,18.13,7.38,85.22,12.07,24.88,631.63,53.33,16.83,14.78,6.09,48.91,87.80,0.69,0.68,56.91,"1,335.53",68.45,-1.80,31.55,20.68,81.28,216.93,141.77,39.59,81.22,234.70,184.23,171.20,38.82,11.64,20.75,29.54,47.18,107.46,3.35,147.87,1.79,0.77,2.43,464.58,3.03,118.85,0.15,0.10,1.22,0.14,25.52
002406,1,0.46,--,--,"118,684","33,895","14,760","1,347",315,"15,075","12,908","11,532","23,243","11,141","242,105","154,131","27,391","25,658","214,687",6.10,5.34,28.56,5.42,14.40,12.44,70.94,10.89,6.01,138.52,18.10,16.05,29.06,16.77,11.03,224.84,6.01,4.84,120.79,"-7,057.26",11.31,--,88.69,--,510.10,12.76,--,--,61.88,40.97,11.95,--,17.39,7.67,2.86,2.15,3.02,3.46,104.08,2.75,2.83,0.50,130.85,723.62,0.74,486.82,0.20,0.10,1.80,0.85,90.59
300107,1,0.15,3.23,0.39,"46,635","11,047","4,777",236,43,"4,820","4,058","4,021","10,507","-5,575","91,376","37,541","4,988","4,431","86,388",4.81,4.44,23.69,4.60,11.49,10.24,75.71,8.70,4.70,79.89,24.75,23.39,24.29,13.67,5.80,229.17,8.47,7.17,279.81,"-1,093.23",5.46,0.00,94.54,0.00,173.37,5.77,62.32,0.00,74.21,62.32,5.13,"2,041.38",54.53,13.38,12.30,4.43,7.21,8.78,41.00,6.18,0.96,0.53,58.25,681.69,1.30,277.18,0.23,0.12,2.59,2.11,237.12
300318,1,0.23,4.42,0.19,"10,097","7,872","3,934","1,136",374,"4,309","3,814","2,956","3,105","-13,097","79,934","48,573","7,277","6,638","72,413",5.36,4.57,77.97,4.71,59.54,38.96,21.43,36.19,5.27,32.54,7.34,6.67,78.57,49.63,35.06,182.71,7.32,7.09,646.96,-547.21,9.10,--,90.90,--,352.62,10.02,--,--,92.47,43.16,9.14,--,25.78,-5.52,-30.81,3.42,6.24,3.74,96.22,1.62,0.94,0.13,222.90,"2,767.10",0.20,"1,782.18",0.31,0.04,0.85,0.43,46.77
300335,1,0.14,--,--,"50,892","15,663","3,138",--,"1,508","4,646","4,332","3,355","8,787","73,374","193,810","125,457","31,258","29,987","154,883",5.42,2.17,30.78,2.83,9.76,6.17,68.85,8.28,2.80,59.99,11.68,9.80,31.15,24.32,32.46,337.16,4.18,4.03,323.11,"3,597.02",16.13,--,83.87,--,482.05,19.23,--,--,69.53,42.05,18.45,--,17.40,-11.24,-33.06,106.50,87.23,4.32,83.26,7.23,1.53,0.34,49.82,"1,051.71",0.57,628.38,0.17,0.05,2.09,0.28,29.30
600112,1,0.03,--,--,"48,916","19,930","1,793","6,635",688,"2,481","1,591","-5,095","-3,880","-19,103","263,342","125,971","136,577","130,854","126,764",1.28,0.60,40.74,0.56,4.77,3.66,58.32,3.25,1.26,21.08,8.47,4.08,41.68,47.08,295.19,803.29,0.96,0.84,19.77,139.21,51.86,-0.01,48.14,0.02,402.81,107.74,108.33,0.03,77.49,108.37,103.26,181.35,11.95,-25.28,118.59,6.88,-14.06,1.61,223.12,1.33,1.21,0.17,269.87,"2,096.68",0.32,"1,122.54",-0.08,-0.01,-2.44,-0.03,-2.97
000878,1,0.05,--,--,"6,240,446","220,693","12,460","5,158","8,839","21,299","7,327","2,975","446,105","-83,497","2,487,080","1,238,630","1,806,109","1,372,737","551,569",1.34,0.52,3.54,0.50,0.34,0.20,96.35,0.21,1.33,355.90,74.03,20.27,3.65,3.17,65.72,"1,036.16",0.90,0.31,13.33,128.08,72.62,-2.96,27.38,15.97,85.18,265.23,115.79,36.84,61.94,183.33,259.92,135.73,32.14,24.56,--,1.73,-6.47,101.72,3.54,6.95,7.96,2.43,51.77,148.44,4.67,77.05,0.07,0.18,34.53,0.25,32.50
000627,1,0.18,--,--,"54,111","2,105","33,219","54,351",224,"33,443","24,727","-15,273","-4,673","1,620","240,921","33,915","62,550","42,704","173,967",15.73,10.40,3.89,11.09,53.92,61.39,95.72,46.30,14.21,41.29,31.33,23.20,4.28,18.52,163.19,6.29,0.79,0.48,14.43,"1,575.76",25.96,-0.48,74.04,1.74,364.12,35.07,113.38,2.30,61.37,116.05,26.30,409.09,20.33,-32.90,197.85,19.73,14.26,12.18,29.55,3.75,1.07,0.24,96.09,"1,503.13",1.48,243.87,-0.09,-0.02,-0.19,-0.07,-10.94
002058,1,0.04,--,--,"12,337","4,870",229,41,477,706,584,436,868,312,"23,799","17,499","3,726","3,357","19,639",3.00,2.21,39.48,2.17,5.81,1.86,59.60,4.26,2.97,51.24,36.62,30.88,--,38.03,73.31,689.69,5.21,3.99,199.61,"3,459.38",15.66,--,84.34,--,525.28,18.56,--,--,35.90,31.39,16.72,--,16.06,-6.60,-15.14,1.20,-3.39,3.20,112.46,1.82,3.09,0.51,197.68,706.71,0.69,519.33,0.07,0.04,1.65,0.23,25.86
600239,1,0.54,--,--,"394,747","129,345","74,163","17,426","-2,139","72,025","44,074","16,931","-256,671","216,026","3,347,804","2,879,790","2,853,113","1,370,881","403,062",11.12,1.48,32.77,1.72,21.39,18.79,60.13,12.58,10.93,70.69,11.77,1.74,39.87,18.08,21.23,179.58,2.10,0.56,28.03,265.97,85.22,0.97,14.78,43.94,"1,494.30",576.75,23.81,74.83,79.45,94.61,574.48,117.78,0.99,33.29,8.19,1.38,38.45,2.62,137.43,0.14,12.58,0.14,"2,631.58","2,629.66",0.16,"2,258.47",-0.65,-0.08,-5.17,-0.09,-18.72
300136,1,0.23,2.47,0.04,"80,772","19,953","6,285",632,645,"6,930","6,309","5,760","1,199","-2,562","104,645","58,817","37,354","37,354","67,291",9.61,6.03,24.70,6.84,9.23,7.78,74.81,7.81,9.38,101.80,41.19,26.48,25.19,17.70,18.42,287.93,1.57,1.32,44.77,"2,050.25",35.70,0.00,64.30,0.00,243.61,55.51,68.10,0.00,56.34,68.10,55.51,265.62,26.40,129.28,--,7.25,31.17,4.15,86.80,8.27,2.93,0.88,43.55,411.01,1.58,228.15,0.01,0.01,0.19,0.03,3.21
300438,1,0.96,7.35,0.66,"70,054","15,979","6,156",8,697,"6,853","6,024","5,434","4,141",-425,"80,808","53,292","34,347","32,864","46,318",13.91,7.39,22.81,8.05,10.86,8.79,76.37,8.53,13.01,254.42,34.50,19.84,23.63,12.86,10.29,233.18,1.62,1.10,21.43,"68,744.31",42.50,--,57.50,--,252.37,73.93,--,--,64.67,59.22,70.73,--,22.78,4.81,5.13,15.30,19.63,3.12,115.40,3.21,4.19,0.94,112.15,381.19,1.43,251.80,0.06,0.05,0.69,0.12,12.60
300362,1,0.33,5.97,-0.67,"39,932","14,181","3,846",1,219,"4,064","3,327","3,124","-6,847","-6,326","158,687","98,952","96,450","70,816","61,380",5.68,2.10,35.51,2.28,11.33,9.63,63.91,8.36,5.42,139.84,23.08,9.05,36.09,25.38,5.42,348.91,1.40,0.58,9.59,189.52,60.78,0.68,39.22,11.97,153.16,154.97,73.53,23.39,78.65,95.98,144.31,171.57,25.61,12.20,2.88,83.23,18.65,2.00,179.58,0.56,1.03,0.27,641.14,"1,318.20",0.44,816.33,-0.17,-0.04,-2.05,-0.07,-9.67
600004,1,0.95,--,--,"552,768","208,835","157,596",970,"-2,631","154,965","108,764","110,982","182,380","135,171","1,107,390","401,059","221,731","201,216","849,074",13.38,10.45,37.78,11.01,39.21,28.51,61.38,20.93,12.81,533.07,69.22,55.36,38.62,9.27,-1.07,134.76,1.99,1.96,155.69,"-4,204.26",20.02,--,79.98,--,135.51,25.04,--,--,56.79,79.75,22.72,--,59.02,7.51,21.70,10.34,11.30,8.94,40.25,57.70,0.81,0.53,6.24,684.54,1.70,211.21,0.33,0.16,1.58,0.82,90.64
300285,1,0.50,5.66,-0.07,"37,488","14,249","7,843",--,892,"8,735","6,330","5,698",-920,"-12,971","91,811","42,863","13,525","12,472","72,006",9.39,7.88,38.01,8.79,29.76,20.92,61.32,19.31,8.79,102.34,16.63,14.18,38.68,16.30,10.22,163.13,3.44,2.30,76.10,"-1,913.03",14.73,--,85.27,--,237.87,17.28,--,--,85.05,62.53,15.93,--,35.85,40.71,-7.90,19.99,25.81,3.34,107.68,2.12,1.46,0.46,169.82,791.21,0.90,398.58,-0.02,-0.01,-0.13,-0.07,-7.38
002370,1,0.20,--,--,"37,560","14,154","4,562",27,277,"4,839","4,057","3,789","7,331","-4,534","84,853","49,365","10,121","10,013","74,731",5.57,4.78,37.68,4.92,14.87,12.15,61.67,10.80,5.43,97.69,26.67,23.49,38.33,24.34,6.29,292.52,4.93,3.97,224.71,"-1,257.10",11.93,--,88.07,--,317.57,13.54,--,--,59.72,47.49,13.40,--,27.73,19.76,640.27,5.28,5.82,4.71,76.50,2.51,1.60,0.46,143.60,790.86,0.76,472.38,0.20,0.09,1.81,0.72,73.22
300052,1,-0.08,3.55,-0.10,"48,953","28,730","-1,855","6,041",637,"-1,219","-2,204","-7,916","-2,605","-10,642","153,517","47,671","53,586","35,601","92,233",-2.37,0.42,58.69,0.44,-2.50,-3.79,40.72,1.32,-2.39,22.03,5.73,3.73,--,58.23,-548.01,"-2,357.61",1.34,1.34,60.50,-42.83,34.91,0.07,65.09,0.52,"1,859.34",53.62,105.08,0.79,51.40,105.92,36.42,385.20,3.50,50.87,-89.17,-0.41,9.28,3.71,96.96,476.27,10.06,0.33,0.76,"1,081.08",0.99,364.15,-0.05,-0.02,-4.04,-0.05,-7.32
600031,1,0.09,--,--,"3,036,472","764,290","71,743","40,717","26,770","98,513","70,921","25,429","123,194","-77,955","6,300,945","3,811,236","3,826,862","2,084,963","2,378,543",2.95,1.20,25.17,1.19,3.36,2.36,74.23,2.49,2.98,91.25,28.09,11.03,25.77,21.85,68.51,775.83,1.83,1.48,29.44,180.07,60.73,0.93,39.27,25.60,153.80,154.68,60.91,39.47,72.20,100.63,149.47,158.14,25.53,-18.65,-75.57,-1.07,-1.34,1.57,228.69,2.70,1.88,0.48,133.26,752.19,0.79,456.33,0.04,0.02,1.63,0.03,5.91
002402,1,0.23,--,--,"111,057","22,613","8,591","1,669",200,"8,791","7,495","5,906","8,709","-7,740","139,769","105,440","39,571","39,525","99,751",7.81,5.38,20.36,5.65,8.54,7.74,78.92,6.77,7.51,48.39,16.04,11.50,21.08,13.10,21.26,257.23,2.67,2.21,60.70,-392.21,28.31,--,71.69,--,427.34,39.49,--,--,73.27,34.26,39.45,--,16.78,27.94,61.28,6.79,10.55,3.64,98.85,4.97,4.67,0.83,72.37,431.45,1.13,319.46,0.08,0.06,1.16,0.22,22.03
